Timestamp(ms),isLimited,BPSLimit,BytesPushed,BytesSent,BytesResent,ActualBytesSent,SendBuf(Imm),SendBuf(High),SendBuf(Med),SendBuf(Low),ResendBuf,packetLoss,MsgSent(Imm),MsgSent(High),MsgSent(Med),MsgSent(Low),MsgSent(Unrel),MsgSent(UnrelSeq),MsgSent(Rel),MsgSent(RelOrd),MsgSent(RelSeq),MsgSent(UnrelAck),MsgSent(RelAck),MsgSent(RelOrdAck)
26514,0,0,1575,1575,0,2065,0,0,0,0,0,0.0000,16,166,0,0,13,160,2,7,0,0,0,0
27514,0,0,1529,1529,0,2021,0,0,0,0,0,0.0000,16,201,0,0,13,192,2,10,0,0,0,0
28514,0,0,1476,1476,0,1962,0,0,0,0,0,0.0000,19,233,0,0,16,223,2,11,0,0,0,0
29514,0,0,1568,1568,0,2054,0,0,0,0,0,0.0000,19,266,0,0,16,255,2,12,0,0,0,0
30515,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,19,298,0,0,16,286,2,13,0,0,0,0
31516,0,0,1613,1613,0,2117,0,0,0,0,0,0.0000,19,331,0,0,16,318,2,14,0,0,0,0
32516,0,0,80015185,380869,0,383839,0,0,0,79634316,0,0.0000,19,362,0,79300,79316,349,2,14,0,0,0,0
33519,0,0,81326966,535327,0,539396,0,0,0,94339482,0,0.0000,22,395,0,157300,157319,381,2,15,0,0,0,0
34523,0,0,83950368,755291,0,760870,0,0,0,94286005,0,0.0000,22,428,0,235300,235319,413,2,16,0,0,0,0
35523,0,0,80015178,897470,0,904016,0,0,0,94272888,0,0.0000,22,460,0,313300,313319,444,2,17,0,0,0,0
36525,0,0,85262113,1125639,0,1133797,0,0,0,92912756,0,0.0000,22,493,0,391300,391319,476,2,18,0,0,0,0
37525,0,0,80015178,1343448,0,1353088,0,0,0,91574822,0,0.0000,22,525,0,469300,469319,507,2,19,0,0,0,0
38528,0,0,78703483,1454443,0,1464873,0,0,0,91582894,0,0.0000,25,557,0,547300,547322,539,2,19,0,0,0,0
39532,0,0,81326878,1705679,0,1717832,0,0,0,91552624,0,0.0000,25,589,0,625300,625322,570,2,20,0,0,0,0
40532,0,0,86573768,1974163,0,1988198,0,0,0,91552624,0,0.0000,25,621,0,703300,703322,601,2,21,0,0,0,0
41534,0,0,80015178,2084054,0,2094768,0,0,0,91456769,0,0.0000,25,654,0,781300,781322,633,2,22,0,0,0,0
42535,0,0,86573813,2380835,0,2397701,0,0,0,91486030,0,0.0000,25,687,0,859300,859322,665,2,23,0,0,0,0
43539,0,0,82638666,2572498,0,2590700,0,0,0,90168276,0,0.0000,28,719,0,937300,937325,696,2,24,0,0,0,0
44539,0,0,85262030,2616858,0,2635342,0,0,0,90200564,0,0.0000,28,751,0,1015300,1015325,728,2,24,0,0,0,0
45542,0,0,82638668,3064892,0,3086494,0,0,0,88850522,0,0.0000,28,784,0,1093300,1093325,760,2,25,0,0,0,0
46547,0,0,86573768,3266692,0,3289694,0,0,0,90104709,0,0.0000,28,816,0,1172600,1172625,791,2,26,0,0,0,0
47549,0,0,83950323,3411943,0,3435943,0,0,0,88835387,0,0.0000,28,849,0,1250600,1250625,823,2,27,0,0,0,0
48552,0,0,51157821,3526967,0,3551785,0,0,0,59960834,0,0.0000,31,881,0,1300000,1300028,854,2,28,0,0,0,0
49554,0,0,1478,3365484,0,3389164,0,0,0,0,0,0.0000,31,913,0,1300000,1300028,885,2,29,0,0,0,0
50555,0,0,1440,1440,0,1888,0,0,0,0,0,0.0000,31,945,0,1300000,1300028,917,2,29,0,0,0,0
51558,0,0,1523,1523,0,1995,0,0,0,0,0,0.0000,31,977,0,1300000,1300028,948,2,30,0,0,0,0
52559,0,0,1523,1523,0,1999,0,0,0,0,0,0.0000,31,1010,0,1300000,1300028,980,2,31,0,0,0,0
53561,0,0,1566,1566,0,2084,0,0,0,0,0,0.0000,34,1042,0,1300000,1300031,1011,2,32,0,0,0,0
54562,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,34,1074,0,1300000,1300031,1042,2,33,0,0,0,0
55562,0,0,1613,1613,0,2117,0,0,0,0,0,0.0000,34,1107,0,1300000,1300031,1074,2,34,0,0,0,0
56565,0,0,1485,1485,0,1947,0,0,0,0,0,0.0000,34,1138,0,1300000,1300031,1105,2,34,0,0,0,0
57565,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,34,1171,0,1300000,1300031,1137,2,35,0,0,0,0
58567,0,0,1566,1566,0,2084,0,0,0,0,0,0.0000,37,1203,0,1300000,1300034,1168,2,36,0,0,0,0
59568,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,37,1236,0,1300000,1300034,1200,2,37,0,0,0,0
60571,0,0,1568,1568,0,2054,0,0,0,0,0,0.0000,37,1268,0,1300000,1300034,1231,2,38,0,0,0,0
61572,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,37,1300,0,1300000,1300034,1262,2,39,0,0,0,0
62574,0,0,1440,1440,0,1888,0,0,0,0,0,0.0000,37,1332,0,1300000,1300034,1294,2,39,0,0,0,0
63576,0,0,1566,1566,0,2080,0,0,0,0,0,0.0000,40,1364,0,1300000,1300037,1325,2,40,0,0,0,0
64577,0,0,1523,1523,0,1995,0,0,0,0,0,0.0000,40,1397,0,1300000,1300037,1357,2,41,0,0,0,0
65578,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,40,1429,0,1300000,1300037,1388,2,42,0,0,0,0
66580,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,40,1461,0,1300000,1300037,1419,2,43,0,0,0,0
67581,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,40,1494,0,1300000,1300037,1451,2,44,0,0,0,0
68582,0,0,1483,1483,0,1973,0,0,0,0,0,0.0000,43,1524,0,1300000,1300040,1481,2,44,0,0,0,0
69585,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,43,1557,0,1300000,1300040,1513,2,45,0,0,0,0
70586,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,43,1590,0,1300000,1300040,1545,2,46,0,0,0,0
71587,0,0,1478,1478,0,1936,0,0,0,0,0,0.0000,43,1622,0,1300000,1300040,1576,2,47,0,0,0,0
72588,0,0,1613,1613,0,2113,0,0,0,0,0,0.0000,43,1655,0,1300000,1300040,1608,2,48,0,0,0,0
73591,0,0,1521,1521,0,2025,0,0,0,0,0,0.0000,46,1687,0,1300000,1300043,1639,2,49,0,0,0,0
74591,0,0,1440,1440,0,1888,0,0,0,0,0,0.0000,46,1719,0,1300000,1300043,1671,2,49,0,0,0,0
75594,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,46,1752,0,1300000,1300043,1703,2,50,0,0,0,0
76594,0,0,1523,1523,0,1999,0,0,0,0,0,0.0000,46,1784,0,1300000,1300043,1734,2,51,0,0,0,0
77598,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,46,1817,0,1300000,1300043,1766,2,52,0,0,0,0
78598,0,0,1566,1566,0,2080,0,0,0,0,0,0.0000,49,1849,0,1300000,1300046,1797,2,53,0,0,0,0
79603,0,0,1523,1523,0,1999,0,0,0,0,0,0.0000,49,1882,0,1300000,1300046,1829,2,54,0,0,0,0
80604,0,0,1530,1530,0,2006,0,0,0,0,0,0.0000,49,1913,0,1300000,1300046,1860,2,54,0,0,0,0
81605,0,0,1523,1523,0,1995,0,0,0,0,0,0.0000,49,1945,0,1300000,1300046,1891,2,55,0,0,0,0
82609,0,0,1568,1568,0,2054,0,0,0,0,0,0.0000,49,1978,0,1300000,1300046,1923,2,56,0,0,0,0
83611,0,0,1566,1566,0,2084,0,0,0,0,0,0.0000,52,2010,0,1300000,1300049,1954,2,57,0,0,0,0
84615,0,0,1568,1568,0,2054,0,0,0,0,0,0.0000,52,2043,0,1300000,1300049,1986,2,58,0,0,0,0
85615,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,52,2075,0,1300000,1300049,2017,2,59,0,0,0,0
86616,0,0,1620,1620,0,2124,0,0,0,0,0,0.0000,52,2107,0,1300000,1300049,2049,2,59,0,0,0,0
87616,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,52,2139,0,1300000,1300049,2080,2,60,0,0,0,0
88619,0,0,1566,1566,0,2084,0,0,0,0,0,0.0000,55,2172,0,1300000,1300052,2112,2,61,0,0,0,0
89619,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,55,2204,0,1300000,1300052,2143,2,62,0,0,0,0
90621,0,0,1523,1523,0,1995,0,0,0,0,0,0.0000,55,2236,0,1300000,1300052,2174,2,63,0,0,0,0
91623,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,55,2270,0,1300000,1300052,2207,2,64,0,0,0,0
92627,0,0,1530,1530,0,2006,0,0,0,0,0,0.0000,55,2300,0,1300000,1300052,2237,2,64,0,0,0,0
93629,0,0,1566,1566,0,2080,0,0,0,0,0,0.0000,58,2333,0,1300000,1300055,2269,2,65,0,0,0,0
94631,0,0,1433,1433,0,1881,0,0,0,0,0,0.0000,58,2365,0,1300000,1300055,2300,2,66,0,0,0,0
95631,0,0,1523,1523,0,1999,0,0,0,0,0,0.0000,58,2397,0,1300000,1300055,2331,2,67,0,0,0,0
96633,0,0,1478,1478,0,1936,0,0,0,0,0,0.0000,58,2430,0,1300000,1300055,2363,2,68,0,0,0,0
97635,0,0,1523,1523,0,1999,0,0,0,0,0,0.0000,58,2462,0,1300000,1300055,2394,2,69,0,0,0,0
98637,0,0,1528,1528,0,2032,0,0,0,0,0,0.0000,61,2494,0,1300000,1300058,2426,2,69,0,0,0,0
99637,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,61,2526,0,1300000,1300058,2457,2,70,0,0,0,0
100637,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,61,2558,0,1300000,1300058,2488,2,71,0,0,0,0
101639,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,61,2591,0,1300000,1300058,2520,2,72,0,0,0,0
102640,0,0,1523,1523,0,1995,0,0,0,0,0,0.0000,61,2623,0,1300000,1300058,2551,2,73,0,0,0,0
