Timestamp(ms),isLimited,BPSLimit,BytesPushed,BytesSent,BytesResent,ActualBytesSent,SendBuf(Imm),SendBuf(High),SendBuf(Med),SendBuf(Low),ResendBuf,packetLoss,MsgSent(Imm),MsgSent(High),MsgSent(Med),MsgSent(Low),MsgSent(Unrel),MsgSent(UnrelSeq),MsgSent(Rel),MsgSent(RelOrd),MsgSent(RelSeq),MsgSent(UnrelAck),MsgSent(RelAck),MsgSent(RelOrdAck)
43689,0,0,254475627,17007,0,17974,9,5649,0,856490659,0,0.0000,20,936,0,1205100,1205118,908,1,29,0,0,0,0
44691,0,0,262346011,19128,0,20582,0,0,0,262326883,152,0.0000,20,944,0,1218100,1218118,915,1,30,0,0,0,0
45692,0,0,82639594,26684,0,27412,26,0,0,344939767,38,0.0000,22,999,0,1300000,1300020,969,1,31,0,0,0,0
46695,0,0,82639594,26684,0,27412,26,0,0,344939767,38,0.0000,22,999,0,1300000,1300020,969,1,31,0,0,0,0
47695,0,0,2305,27539,0,28237,17,0,0,344914542,38,0.0000,23,1050,0,1300000,1300021,1019,1,32,0,0,0,0
48698,0,0,2305,27539,0,28237,17,0,0,344914542,38,0.0000,23,1050,0,1300000,1300021,1019,1,32,0,0,0,0
49701,0,0,2305,27539,0,28237,17,0,0,344914542,38,0.0000,23,1050,0,1300000,1300021,1019,1,32,0,0,0,0
50704,0,0,4938,57423,0,58900,0,0,0,344862074,114,0.0000,24,1160,0,1300000,1300022,1126,1,35,0,0,0,0
51707,0,0,5606,91388,0,93253,0,0,0,344828777,38,0.0000,24,1175,0,1300000,1300022,1140,1,36,0,0,0,0
52707,0,0,2007,1973,0,2431,34,0,0,0,38,0.0000,26,1219,0,1300000,1300024,1183,1,37,0,0,0,0
53710,0,0,1973,2007,0,2533,0,0,0,0,0,0.0000,26,1263,0,1300000,1300024,1226,1,38,0,0,0,0
54710,0,0,1523,1523,0,1999,0,0,0,0,0,0.0000,26,1294,0,1300000,1300024,1256,1,39,0,0,0,0
55711,0,0,1494,1494,0,1970,0,0,0,0,0,0.0000,27,1326,0,1300000,1300025,1288,1,39,0,0,0,0
56713,0,0,1523,1523,0,1999,0,0,0,0,0,0.0000,27,1359,0,1300000,1300025,1320,1,40,0,0,0,0
57714,0,0,1630,1630,0,2144,0,0,0,0,0,0.0000,28,1392,0,1300000,1300026,1352,1,41,0,0,0,0
58716,0,0,1523,1523,0,1999,0,0,0,0,0,0.0000,28,1424,0,1300000,1300026,1383,1,42,0,0,0,0
59719,0,0,1433,1433,0,1877,0,0,0,0,0,0.0000,28,1456,0,1300000,1300026,1414,1,43,0,0,0,0
60722,0,0,1532,1532,0,2022,0,0,0,0,0,0.0000,29,1489,0,1300000,1300027,1446,1,44,0,0,0,0
61725,0,0,1530,1530,0,2006,0,0,0,0,0,0.0000,29,1520,0,1300000,1300027,1477,1,44,0,0,0,0
62725,0,0,1585,1585,0,2089,0,0,0,0,0,0.0000,30,1553,0,1300000,1300028,1509,1,45,0,0,0,0
63728,0,0,1523,1523,0,1995,0,0,0,0,0,0.0000,30,1586,0,1300000,1300028,1541,1,46,0,0,0,0
64729,0,0,1568,1568,0,2054,0,0,0,0,0,0.0000,30,1618,0,1300000,1300028,1572,1,47,0,0,0,0
65733,0,0,1532,1532,0,2022,0,0,0,0,0,0.0000,31,1651,0,1300000,1300029,1604,1,48,0,0,0,0
66735,0,0,1388,1388,0,1818,0,0,0,0,0,0.0000,31,1682,0,1300000,1300029,1634,1,49,0,0,0,0
67735,0,0,1519,1519,0,2009,0,0,0,0,0,0.0000,33,1714,0,1300000,1300031,1666,1,49,0,0,0,0
68735,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,33,1747,0,1300000,1300031,1698,1,50,0,0,0,0
69735,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,33,1779,0,1300000,1300031,1729,1,51,0,0,0,0
70737,0,0,1532,1532,0,2022,0,0,0,0,0,0.0000,34,1812,0,1300000,1300032,1761,1,52,0,0,0,0
71737,0,0,1523,1523,0,1995,0,0,0,0,0,0.0000,34,1843,0,1300000,1300032,1791,1,53,0,0,0,0
72742,0,0,1585,1585,0,2089,0,0,0,0,0,0.0000,35,1877,0,1300000,1300033,1824,1,54,0,0,0,0
73743,0,0,1395,1395,0,1829,0,0,0,0,0,0.0000,35,1907,0,1300000,1300033,1854,1,54,0,0,0,0
74744,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,35,1940,0,1300000,1300033,1886,1,55,0,0,0,0
75745,0,0,1487,1487,0,1959,0,0,0,0,0,0.0000,36,1972,0,1300000,1300034,1917,1,56,0,0,0,0
76745,0,0,1613,1613,0,2117,0,0,0,0,0,0.0000,36,2005,0,1300000,1300034,1949,1,57,0,0,0,0
77749,0,0,1540,1540,0,2030,0,0,0,0,0,0.0000,37,2037,0,1300000,1300035,1980,1,58,0,0,0,0
78750,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,37,2070,0,1300000,1300035,2012,1,59,0,0,0,0
79752,0,0,1530,1530,0,2006,0,0,0,0,0,0.0000,37,2101,0,1300000,1300035,2043,1,59,0,0,0,0
80754,0,0,1442,1442,0,1904,0,0,0,0,0,0.0000,38,2133,0,1300000,1300036,2074,1,60,0,0,0,0
81755,0,0,1613,1613,0,2113,0,0,0,0,0,0.0000,38,2166,0,1300000,1300036,2106,1,61,0,0,0,0
82756,0,0,1557,1557,0,2053,0,0,0,0,0,0.0000,40,2198,0,1300000,1300038,2137,1,62,0,0,0,0
83759,0,0,1433,1433,0,1877,0,0,0,0,0,0.0000,40,2230,0,1300000,1300038,2168,1,63,0,0,0,0
84760,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,40,2263,0,1300000,1300038,2200,1,64,0,0,0,0
85760,0,0,1404,1404,0,1852,0,0,0,0,0,0.0000,41,2294,0,1300000,1300039,2231,1,64,0,0,0,0
86762,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,41,2327,0,1300000,1300039,2263,1,65,0,0,0,0
87762,0,0,1540,1540,0,2026,0,0,0,0,0,0.0000,42,2359,0,1300000,1300040,2294,1,66,0,0,0,0
88764,0,0,1433,1433,0,1881,0,0,0,0,0,0.0000,42,2391,0,1300000,1300040,2325,1,67,0,0,0,0
89769,0,0,1613,1613,0,2117,0,0,0,0,0,0.0000,42,2424,0,1300000,1300040,2357,1,68,0,0,0,0
90771,0,0,1532,1532,0,2022,0,0,0,0,0,0.0000,43,2456,0,1300000,1300041,2388,1,69,0,0,0,0
91773,0,0,1485,1485,0,1947,0,0,0,0,0,0.0000,43,2488,0,1300000,1300041,2420,1,69,0,0,0,0
92776,0,0,1540,1540,0,2030,0,0,0,0,0,0.0000,44,2519,0,1300000,1300042,2450,1,70,0,0,0,0
93776,0,0,1523,1523,0,1999,0,0,0,0,0,0.0000,44,2552,0,1300000,1300042,2482,1,71,0,0,0,0
94780,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,44,2585,0,1300000,1300042,2514,1,72,0,0,0,0
95781,0,0,1577,1577,0,2081,0,0,0,0,0,0.0000,45,2617,0,1300000,1300043,2545,1,73,0,0,0,0
96782,0,0,1568,1568,0,2054,0,0,0,0,0,0.0000,45,2650,0,1300000,1300043,2577,1,74,0,0,0,0
97784,0,0,1429,1429,0,1891,0,0,0,0,0,0.0000,47,2680,0,1300000,1300045,2607,1,74,0,0,0,0
98785,0,0,1568,1568,0,2054,0,0,0,0,0,0.0000,47,2713,0,1300000,1300045,2639,1,75,0,0,0,0
99786,0,0,1523,1523,0,1999,0,0,0,0,0,0.0000,47,2746,0,1300000,1300045,2671,1,76,0,0,0,0
100786,0,0,1577,1577,0,2077,0,0,0,0,0,0.0000,48,2778,0,1300000,1300046,2702,1,77,0,0,0,0
101789,0,0,1568,1568,0,2054,0,0,0,0,0,0.0000,48,2811,0,1300000,1300046,2734,1,78,0,0,0,0
102789,0,0,1450,1450,0,1908,0,0,0,0,0,0.0000,49,2843,0,1300000,1300047,2765,1,79,0,0,0,0
103792,0,0,1530,1530,0,2006,0,0,0,0,0,0.0000,49,2875,0,1300000,1300047,2797,1,79,0,0,0,0
104792,0,0,1523,1523,0,1995,0,0,0,0,0,0.0000,49,2907,0,1300000,1300047,2828,1,80,0,0,0,0
105792,0,0,1532,1532,0,2018,0,0,0,0,0,0.0000,50,2940,0,1300000,1300048,2860,1,81,0,0,0,0
106795,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,50,2972,0,1300000,1300048,2891,1,82,0,0,0,0
107797,0,0,1495,1495,0,1971,0,0,0,0,0,0.0000,51,3004,0,1300000,1300049,2922,1,83,0,0,0,0
108797,0,0,1613,1613,0,2113,0,0,0,0,0,0.0000,51,3037,0,1300000,1300049,2954,1,84,0,0,0,0
109798,0,0,1440,1440,0,1888,0,0,0,0,0,0.0000,51,3068,0,1300000,1300049,2985,1,84,0,0,0,0
110799,0,0,1487,1487,0,1959,0,0,0,0,0,0.0000,52,3101,0,1300000,1300050,3017,1,85,0,0,0,0
111803,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,52,3133,0,1300000,1300050,3048,1,86,0,0,0,0
112806,0,0,1557,1557,0,2057,0,0,0,0,0,0.0000,54,3165,0,1300000,1300052,3079,1,87,0,0,0,0
113806,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,54,3198,0,1300000,1300052,3111,1,88,0,0,0,0
114806,0,0,1523,1523,0,1999,0,0,0,0,0,0.0000,54,3230,0,1300000,1300052,3142,1,89,0,0,0,0
115806,0,0,1494,1494,0,1970,0,0,0,0,0,0.0000,55,3262,0,1300000,1300053,3174,1,89,0,0,0,0
116807,0,0,1433,1433,0,1881,0,0,0,0,0,0.0000,55,3294,0,1300000,1300053,3205,1,90,0,0,0,0
117808,0,0,1585,1585,0,2089,0,0,0,0,0,0.0000,56,3327,0,1300000,1300054,3237,1,91,0,0,0,0
118809,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,56,3359,0,1300000,1300054,3268,1,92,0,0,0,0
119809,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,56,3391,0,1300000,1300054,3299,1,93,0,0,0,0
120812,0,0,1577,1577,0,2081,0,0,0,0,0,0.0000,57,3424,0,1300000,1300055,3331,1,94,0,0,0,0
121812,0,0,1395,1395,0,1829,0,0,0,0,0,0.0000,57,3454,0,1300000,1300055,3361,1,94,0,0,0,0
122813,0,0,1585,1585,0,2089,0,0,0,0,0,0.0000,58,3487,0,1300000,1300056,3393,1,95,0,0,0,0
123815,0,0,1523,1523,0,1995,0,0,0,0,0,0.0000,58,3520,0,1300000,1300056,3425,1,96,0,0,0,0
124816,0,0,1433,1433,0,1877,0,0,0,0,0,0.0000,58,3552,0,1300000,1300056,3456,1,97,0,0,0,0
125818,0,0,1532,1532,0,2018,0,0,0,0,0,0.0000,59,3584,0,1300000,1300057,3487,1,98,0,0,0,0
126820,0,0,1433,1433,0,1881,0,0,0,0,0,0.0000,59,3616,0,1300000,1300057,3518,1,99,0,0,0,0
127820,0,0,1564,1564,0,2068,0,0,0,0,0,0.0000,61,3648,0,1300000,1300059,3550,1,99,0,0,0,0
128823,0,0,1478,1478,0,1936,0,0,0,0,0,0.0000,61,3680,0,1300000,1300059,3581,1,100,0,0,0,0
129823,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,61,3712,0,1300000,1300059,3612,1,101,0,0,0,0
130826,0,0,1532,1532,0,2022,0,0,0,0,0,0.0000,62,3745,0,1300000,1300060,3644,1,102,0,0,0,0
131828,0,0,1433,1433,0,1881,0,0,0,0,0,0.0000,62,3777,0,1300000,1300060,3675,1,103,0,0,0,0
132831,0,0,1585,1585,0,2089,0,0,0,0,0,0.0000,63,3810,0,1300000,1300061,3707,1,104,0,0,0,0
133834,0,0,1395,1395,0,1829,0,0,0,0,0,0.0000,63,3841,0,1300000,1300061,3738,1,104,0,0,0,0
134835,0,0,1613,1613,0,2117,0,0,0,0,0,0.0000,63,3874,0,1300000,1300061,3770,1,105,0,0,0,0
135835,0,0,1532,1532,0,2022,0,0,0,0,0,0.0000,64,3906,0,1300000,1300062,3801,1,106,0,0,0,0
136837,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,64,3939,0,1300000,1300062,3833,1,107,0,0,0,0
137841,0,0,1630,1630,0,2148,0,0,0,0,0,0.0000,65,3971,0,1300000,1300063,3864,1,108,0,0,0,0
138843,0,0,1478,1478,0,1936,0,0,0,0,0,0.0000,65,4002,0,1300000,1300063,3894,1,109,0,0,0,0
139843,0,0,1440,1440,0,1888,0,0,0,0,0,0.0000,65,4034,0,1300000,1300063,3926,1,109,0,0,0,0
140846,0,0,1442,1442,0,1900,0,0,0,0,0,0.0000,66,4066,0,1300000,1300064,3957,1,110,0,0,0,0
141846,0,0,1568,1568,0,2054,0,0,0,0,0,0.0000,66,4099,0,1300000,1300064,3989,1,111,0,0,0,0
142850,0,0,1512,1512,0,2002,0,0,0,0,0,0.0000,68,4132,0,1300000,1300066,4021,1,112,0,0,0,0
143851,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,68,4164,0,1300000,1300066,4052,1,113,0,0,0,0
144851,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,68,4197,0,1300000,1300066,4084,1,114,0,0,0,0
145852,0,0,1404,1404,0,1852,0,0,0,0,0,0.0000,69,4227,0,1300000,1300067,4114,1,114,0,0,0,0
146853,0,0,1613,1613,0,2113,0,0,0,0,0,0.0000,69,4260,0,1300000,1300067,4146,1,115,0,0,0,0
147854,0,0,1585,1585,0,2089,0,0,0,0,0,0.0000,70,4293,0,1300000,1300068,4178,1,116,0,0,0,0
148854,0,0,1433,1433,0,1881,0,0,0,0,0,0.0000,70,4324,0,1300000,1300068,4208,1,117,0,0,0,0
149854,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,70,4357,0,1300000,1300068,4240,1,118,0,0,0,0
150855,0,0,1487,1487,0,1963,0,0,0,0,0,0.0000,71,4389,0,1300000,1300069,4271,1,119,0,0,0,0
151855,0,0,1575,1575,0,2065,0,0,0,0,0,0.0000,71,4421,0,1300000,1300069,4303,1,119,0,0,0,0
152857,0,0,1585,1585,0,2085,0,0,0,0,0,0.0000,72,4454,0,1300000,1300070,4335,1,120,0,0,0,0
153860,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,72,4486,0,1300000,1300070,4366,1,121,0,0,0,0
154862,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,72,4518,0,1300000,1300070,4397,1,122,0,0,0,0
155864,0,0,1532,1532,0,2022,0,0,0,0,0,0.0000,73,4551,0,1300000,1300071,4429,1,123,0,0,0,0
156865,0,0,1478,1478,0,1940,0,0,0,0,0,0.0000,73,4583,0,1300000,1300071,4460,1,124,0,0,0,0
157868,0,0,1519,1519,0,2009,0,0,0,0,0,0.0000,75,4614,0,1300000,1300073,4491,1,124,0,0,0,0
158869,0,0,1523,1523,0,1995,0,0,0,0,0,0.0000,75,4647,0,1300000,1300073,4523,1,125,0,0,0,0
159870,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,75,4679,0,1300000,1300073,4554,1,126,0,0,0,0
160870,0,0,1532,1532,0,2022,0,0,0,0,0,0.0000,76,4712,0,1300000,1300074,4586,1,127,0,0,0,0
161873,0,0,1478,1478,0,1936,0,0,0,0,0,0.0000,76,4745,0,1300000,1300074,4618,1,128,0,0,0,0
162873,0,0,1495,1495,0,1967,0,0,0,0,0,0.0000,77,4776,0,1300000,1300075,4648,1,129,0,0,0,0
163874,0,0,1440,1440,0,1888,0,0,0,0,0,0.0000,77,4808,0,1300000,1300075,4680,1,129,0,0,0,0
164875,0,0,1568,1568,0,2058,0,0,0,0,0,0.0000,77,4840,0,1300000,1300075,4711,1,130,0,0,0,0
