Ip, TimeStemp, Key, Log Property, Value
127.0.0.1,03:31:28:384,RN_ACTUAL_BYTES_RECEIVED,perSecond,186.00
127.0.0.1,03:31:28:384,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:28:384,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:28:384,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:28:384,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,138.00
127.0.0.1,03:31:28:384,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,122.00
127.0.0.1,03:31:28:384,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:28:384,RN_ACTUAL_BYTES_SENT,perSecond,163.00
127.0.0.1,03:31:29:248,RN_ACTUAL_BYTES_RECEIVED,perSecond,193.00
127.0.0.1,03:31:29:248,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:248,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:248,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:248,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,138.00
127.0.0.1,03:31:29:248,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,124.00
127.0.0.1,03:31:29:248,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:248,RN_ACTUAL_BYTES_SENT,perSecond,179.00
127.0.0.1,03:31:29:293,RN_ACTUAL_BYTES_RECEIVED,perSecond,193.00
127.0.0.1,03:31:29:293,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:293,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:293,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:293,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,138.00
127.0.0.1,03:31:29:293,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,124.00
127.0.0.1,03:31:29:293,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:293,RN_ACTUAL_BYTES_SENT,perSecond,179.00
127.0.0.1,03:31:29:304,RN_ACTUAL_BYTES_RECEIVED,perSecond,193.00
127.0.0.1,03:31:29:304,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:304,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:304,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:304,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,138.00
127.0.0.1,03:31:29:304,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,124.00
127.0.0.1,03:31:29:304,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:304,RN_ACTUAL_BYTES_SENT,perSecond,179.00
127.0.0.1,03:31:29:325,RN_ACTUAL_BYTES_RECEIVED,perSecond,365.00
127.0.0.1,03:31:29:325,RN_bytesInResendBuffer,perSecond,2.00
127.0.0.1,03:31:29:325,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:325,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:325,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,246.00
127.0.0.1,03:31:29:325,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,126.00
127.0.0.1,03:31:29:325,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:325,RN_ACTUAL_BYTES_SENT,perSecond,202.00
127.0.0.1,03:31:29:336,RN_ACTUAL_BYTES_RECEIVED,perSecond,365.00
127.0.0.1,03:31:29:336,RN_bytesInResendBuffer,perSecond,2.00
127.0.0.1,03:31:29:336,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:336,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:336,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,246.00
127.0.0.1,03:31:29:336,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,126.00
127.0.0.1,03:31:29:336,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:336,RN_ACTUAL_BYTES_SENT,perSecond,202.00
127.0.0.1,03:31:29:353,RN_ACTUAL_BYTES_RECEIVED,perSecond,372.00
127.0.0.1,03:31:29:353,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:353,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:353,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:353,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,246.00
127.0.0.1,03:31:29:353,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,126.00
127.0.0.1,03:31:29:353,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:353,RN_ACTUAL_BYTES_SENT,perSecond,202.00
127.0.0.1,03:31:29:369,RN_ACTUAL_BYTES_RECEIVED,perSecond,372.00
127.0.0.1,03:31:29:369,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:369,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:369,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:369,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,246.00
127.0.0.1,03:31:29:369,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,126.00
127.0.0.1,03:31:29:369,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:369,RN_ACTUAL_BYTES_SENT,perSecond,202.00
127.0.0.1,03:31:29:386,RN_ACTUAL_BYTES_RECEIVED,perSecond,372.00
127.0.0.1,03:31:29:386,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:386,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:386,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:386,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,246.00
127.0.0.1,03:31:29:386,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,126.00
127.0.0.1,03:31:29:386,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:386,RN_ACTUAL_BYTES_SENT,perSecond,202.00
127.0.0.1,03:31:29:403,RN_ACTUAL_BYTES_RECEIVED,perSecond,372.00
127.0.0.1,03:31:29:403,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:403,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:403,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:403,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,246.00
127.0.0.1,03:31:29:403,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,126.00
127.0.0.1,03:31:29:403,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:403,RN_ACTUAL_BYTES_SENT,perSecond,202.00
127.0.0.1,03:31:29:420,RN_ACTUAL_BYTES_RECEIVED,perSecond,372.00
127.0.0.1,03:31:29:420,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:420,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:420,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:420,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,246.00
127.0.0.1,03:31:29:420,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,126.00
127.0.0.1,03:31:29:420,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:420,RN_ACTUAL_BYTES_SENT,perSecond,202.00
127.0.0.1,03:31:29:539,RN_ACTUAL_BYTES_RECEIVED,perSecond,179.00
127.0.0.1,03:31:29:539,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:539,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:539,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:539,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,108.00
127.0.0.1,03:31:29:539,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:539,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:539,RN_ACTUAL_BYTES_SENT,perSecond,23.00
127.0.0.1,03:31:29:542,RN_ACTUAL_BYTES_RECEIVED,perSecond,179.00
127.0.0.1,03:31:29:542,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:542,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:542,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:542,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,108.00
127.0.0.1,03:31:29:542,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:542,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:542,RN_ACTUAL_BYTES_SENT,perSecond,23.00
127.0.0.1,03:31:29:554,RN_ACTUAL_BYTES_RECEIVED,perSecond,179.00
127.0.0.1,03:31:29:554,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:554,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:554,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:554,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,108.00
127.0.0.1,03:31:29:554,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:554,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:554,RN_ACTUAL_BYTES_SENT,perSecond,23.00
127.0.0.1,03:31:29:570,RN_ACTUAL_BYTES_RECEIVED,perSecond,179.00
127.0.0.1,03:31:29:570,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:570,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:570,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:570,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,108.00
127.0.0.1,03:31:29:570,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:570,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:570,RN_ACTUAL_BYTES_SENT,perSecond,23.00
127.0.0.1,03:31:29:586,RN_ACTUAL_BYTES_RECEIVED,perSecond,179.00
127.0.0.1,03:31:29:586,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:586,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:586,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:586,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,108.00
127.0.0.1,03:31:29:586,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:586,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:586,RN_ACTUAL_BYTES_SENT,perSecond,23.00
127.0.0.1,03:31:29:604,RN_ACTUAL_BYTES_RECEIVED,perSecond,227.00
127.0.0.1,03:31:29:604,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:604,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:604,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:604,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,142.00
127.0.0.1,03:31:29:604,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:604,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:604,RN_ACTUAL_BYTES_SENT,perSecond,30.00
127.0.0.1,03:31:29:620,RN_ACTUAL_BYTES_RECEIVED,perSecond,227.00
127.0.0.1,03:31:29:620,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:620,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:620,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:620,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,142.00
127.0.0.1,03:31:29:620,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:620,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:620,RN_ACTUAL_BYTES_SENT,perSecond,30.00
127.0.0.1,03:31:29:636,RN_ACTUAL_BYTES_RECEIVED,perSecond,227.00
127.0.0.1,03:31:29:636,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:636,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:636,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:636,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,142.00
127.0.0.1,03:31:29:636,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:636,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:636,RN_ACTUAL_BYTES_SENT,perSecond,30.00
127.0.0.1,03:31:29:653,RN_ACTUAL_BYTES_RECEIVED,perSecond,275.00
127.0.0.1,03:31:29:653,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:653,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:653,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:653,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,176.00
127.0.0.1,03:31:29:653,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:653,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:653,RN_ACTUAL_BYTES_SENT,perSecond,30.00
127.0.0.1,03:31:29:670,RN_ACTUAL_BYTES_RECEIVED,perSecond,275.00
127.0.0.1,03:31:29:670,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:670,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:670,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:670,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,176.00
127.0.0.1,03:31:29:670,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:670,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:670,RN_ACTUAL_BYTES_SENT,perSecond,37.00
127.0.0.1,03:31:29:690,RN_ACTUAL_BYTES_RECEIVED,perSecond,323.00
127.0.0.1,03:31:29:690,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:690,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:690,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:690,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,210.00
127.0.0.1,03:31:29:690,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:690,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:690,RN_ACTUAL_BYTES_SENT,perSecond,37.00
127.0.0.1,03:31:29:703,RN_ACTUAL_BYTES_RECEIVED,perSecond,323.00
127.0.0.1,03:31:29:703,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:703,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:703,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:703,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,210.00
127.0.0.1,03:31:29:703,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:703,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:703,RN_ACTUAL_BYTES_SENT,perSecond,44.00
127.0.0.1,03:31:29:724,RN_ACTUAL_BYTES_RECEIVED,perSecond,371.00
127.0.0.1,03:31:29:724,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:724,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:724,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:724,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,244.00
127.0.0.1,03:31:29:724,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:724,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:724,RN_ACTUAL_BYTES_SENT,perSecond,44.00
127.0.0.1,03:31:29:736,RN_ACTUAL_BYTES_RECEIVED,perSecond,371.00
127.0.0.1,03:31:29:736,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:736,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:736,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:736,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,244.00
127.0.0.1,03:31:29:736,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:736,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:736,RN_ACTUAL_BYTES_SENT,perSecond,51.00
127.0.0.1,03:31:29:757,RN_ACTUAL_BYTES_RECEIVED,perSecond,419.00
127.0.0.1,03:31:29:757,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:757,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:757,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:757,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,278.00
127.0.0.1,03:31:29:757,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:757,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:757,RN_ACTUAL_BYTES_SENT,perSecond,51.00
127.0.0.1,03:31:29:769,RN_ACTUAL_BYTES_RECEIVED,perSecond,419.00
127.0.0.1,03:31:29:769,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:769,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:769,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:769,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,278.00
127.0.0.1,03:31:29:769,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:769,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:769,RN_ACTUAL_BYTES_SENT,perSecond,58.00
127.0.0.1,03:31:29:791,RN_ACTUAL_BYTES_RECEIVED,perSecond,467.00
127.0.0.1,03:31:29:791,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:791,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:791,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:791,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,312.00
127.0.0.1,03:31:29:791,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:791,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:791,RN_ACTUAL_BYTES_SENT,perSecond,65.00
127.0.0.1,03:31:29:803,RN_ACTUAL_BYTES_RECEIVED,perSecond,467.00
127.0.0.1,03:31:29:803,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:803,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:803,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:803,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,312.00
127.0.0.1,03:31:29:803,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:803,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:803,RN_ACTUAL_BYTES_SENT,perSecond,65.00
127.0.0.1,03:31:29:824,RN_ACTUAL_BYTES_RECEIVED,perSecond,515.00
127.0.0.1,03:31:29:824,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:824,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:824,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:824,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,346.00
127.0.0.1,03:31:29:824,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:824,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:824,RN_ACTUAL_BYTES_SENT,perSecond,72.00
127.0.0.1,03:31:29:841,RN_ACTUAL_BYTES_RECEIVED,perSecond,563.00
127.0.0.1,03:31:29:841,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:841,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:841,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:841,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,380.00
127.0.0.1,03:31:29:841,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:841,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:841,RN_ACTUAL_BYTES_SENT,perSecond,72.00
127.0.0.1,03:31:29:853,RN_ACTUAL_BYTES_RECEIVED,perSecond,563.00
127.0.0.1,03:31:29:853,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:853,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:853,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:853,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,380.00
127.0.0.1,03:31:29:853,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:853,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:853,RN_ACTUAL_BYTES_SENT,perSecond,79.00
127.0.0.1,03:31:29:870,RN_ACTUAL_BYTES_RECEIVED,perSecond,563.00
127.0.0.1,03:31:29:870,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:870,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:870,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:870,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,380.00
127.0.0.1,03:31:29:870,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:870,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:870,RN_ACTUAL_BYTES_SENT,perSecond,79.00
127.0.0.1,03:31:29:890,RN_ACTUAL_BYTES_RECEIVED,perSecond,611.00
127.0.0.1,03:31:29:890,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:890,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:890,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:890,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,414.00
127.0.0.1,03:31:29:890,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:890,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:890,RN_ACTUAL_BYTES_SENT,perSecond,79.00
127.0.0.1,03:31:29:903,RN_ACTUAL_BYTES_RECEIVED,perSecond,611.00
127.0.0.1,03:31:29:903,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:903,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:903,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:903,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,414.00
127.0.0.1,03:31:29:903,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:903,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:903,RN_ACTUAL_BYTES_SENT,perSecond,86.00
127.0.0.1,03:31:29:924,RN_ACTUAL_BYTES_RECEIVED,perSecond,659.00
127.0.0.1,03:31:29:924,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:924,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:924,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:924,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,448.00
127.0.0.1,03:31:29:924,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:924,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:924,RN_ACTUAL_BYTES_SENT,perSecond,86.00
127.0.0.1,03:31:29:936,RN_ACTUAL_BYTES_RECEIVED,perSecond,659.00
127.0.0.1,03:31:29:936,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:936,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:936,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:936,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,448.00
127.0.0.1,03:31:29:936,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:936,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:936,RN_ACTUAL_BYTES_SENT,perSecond,93.00
127.0.0.1,03:31:29:957,RN_ACTUAL_BYTES_RECEIVED,perSecond,707.00
127.0.0.1,03:31:29:957,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:957,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:957,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:957,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,482.00
127.0.0.1,03:31:29:957,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:957,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:957,RN_ACTUAL_BYTES_SENT,perSecond,93.00
127.0.0.1,03:31:29:969,RN_ACTUAL_BYTES_RECEIVED,perSecond,707.00
127.0.0.1,03:31:29:969,RN_bytesInResendBuffer,perSecond,0.00
127.0.0.1,03:31:29:969,RN_USER_MESSAGE_BYTES_RESENT,perSecond,0.00
127.0.0.1,03:31:29:969,RN_lastPing,perSecond,0.00
127.0.0.1,03:31:29:969,RN_USER_MESSAGE_BYTES_RECEIVED_PROCESSED,perSecond,482.00
127.0.0.1,03:31:29:969,RN_USER_MESSAGE_BYTES_PUSHED,perSecond,2.00
127.0.0.1,03:31:29:969,RN_packetlossLastSecond,perSecond,0.00
127.0.0.1,03:31:29:969,RN_ACTUAL_BYTES_SENT,perSecond,100.00
127.0.0.1,03:31:29:990,RN_ACTUAL_BYTES_RECEIVED,perSecond,755.00
127.0.0.1,03:31:29:990,RN_bytesInResendBuffer,perSecond,0.00
