6
12
11
10
6
13
13
5
11
11
4
4
11
2
9
11
1
15
8
7
11
9
11
13
8
4
14
13
8
8
11
12
5
4
15
16
11
7
8
10
12
11
11
9
6
7
7
13
7
10
10
3
11
6
15
12
5
13
9
14
13
10
9
13
10
12
8
4
8
7
12
12
8
8
5
6
4
11
13
5
5
8
10
10
12
2
9
6
11
7
11
14
15
4
6
15
3
7
7
8
