6
3
7
4
6
8
15
2
15
6
3
10
9
5
11
9
9
7
4
7
13
10
11
3
7
16
6
3
11
7
15
7
6
3
5
8
13
7
7
9
9
10
9
5
10
10
5
6
14
6
2
15
7
11
8
4
9
2
1
5
10
4
13
17
5
12
8
4
8
5
13
2
9
3
13
4
10
10
10
3
5
4
8
2
8
10
5
11
10
3
5
6
11
8
14
6
4
5
5
8
