Timestamp(ms),IP_Address,RTT(ms),SequenceNum
140195,192.168.1.8|53353,104613,318
140489,192.168.1.8|53353,104896,319
140764,192.168.1.8|53353,105163,320
141015,192.168.1.8|53353,105405,321
141302,192.168.1.8|53353,105684,322
141539,192.168.1.8|53353,105912,323
141817,192.168.1.8|53353,106182,324
142122,192.168.1.8|53353,106478,325
142372,192.168.1.8|53353,106720,326
142650,192.168.1.8|53353,106990,327
142901,192.168.1.8|53353,107233,328
143238,192.168.1.8|53353,107561,329
143517,192.168.1.8|53353,107830,330
143773,192.168.1.8|53353,108078,331
144039,192.168.1.8|53353,108336,332
144278,192.168.1.8|53353,108566,333
144557,192.168.1.8|53353,108837,334
144814,192.168.1.8|53353,109085,335
145095,192.168.1.8|53353,109357,336
145357,192.168.1.8|53353,109611,337
145638,192.168.1.8|53353,109884,338
145908,192.168.1.8|53353,110146,339
146158,192.168.1.8|53353,110387,340
146424,192.168.1.8|53353,110645,341
146667,192.168.1.8|53353,110880,342
146952,192.168.1.8|53353,111155,343
147222,192.168.1.8|53353,111418,344
147509,192.168.1.8|53353,111696,345
147794,192.168.1.8|53353,111972,346
148081,192.168.1.8|53353,112251,347
148361,192.168.1.8|53353,112523,348
148662,192.168.1.8|53353,112816,349
148888,192.168.1.8|53353,113034,350
149123,192.168.1.8|53353,113259,351
149357,192.168.1.8|53353,113484,352
149639,192.168.1.8|53353,113758,353
149889,192.168.1.8|53353,114000,354
150152,192.168.1.8|53353,114253,355
150410,192.168.1.8|53353,114502,356
150686,192.168.1.8|53353,114771,357
150939,192.168.1.8|53353,115013,358
151198,192.168.1.8|53353,115263,359
151472,192.168.1.8|53353,115529,360
151719,192.168.1.8|53353,115767,361
152022,192.168.1.8|53353,116062,362
152252,192.168.1.8|53353,116283,363
152554,192.168.1.8|53353,116577,364
152807,192.168.1.8|53353,116822,365
153040,192.168.1.8|53353,117046,366
153268,192.168.1.8|53353,117266,367
153523,192.168.1.8|53353,117509,368
153754,192.168.1.8|53353,117731,369
154014,192.168.1.8|53353,117983,370
154259,192.168.1.8|53353,118220,371
154500,192.168.1.8|53353,118452,372
154768,192.168.1.8|53353,118712,373
155022,192.168.1.8|53353,118958,374
155305,192.168.1.8|53353,119233,375
155553,192.168.1.8|53353,119472,376
155818,192.168.1.8|53353,119729,377
156064,192.168.1.8|53353,119966,378
156321,192.168.1.8|53353,120213,379
156572,192.168.1.8|53353,120456,380
156835,192.168.1.8|53353,120710,381
157100,192.168.1.8|53353,120968,382
157370,192.168.1.8|53353,121229,383
157628,192.168.1.8|53353,121478,384
157906,192.168.1.8|53353,121748,385
158158,192.168.1.8|53353,121991,386
158434,192.168.1.8|53353,122259,387
158678,192.168.1.8|53353,122493,388
158949,192.168.1.8|53353,122755,389
159175,192.168.1.8|53353,122972,390
159428,192.168.1.8|53353,123217,391
159667,192.168.1.8|53353,123447,392
159918,192.168.1.8|53353,123690,393
160158,192.168.1.8|53353,123920,394
160423,192.168.1.8|53353,124177,395
160669,192.168.1.8|53353,124414,396
160941,192.168.1.8|53353,124677,397
161200,192.168.1.8|53353,124929,398
161552,192.168.1.8|53353,125270,399
161807,192.168.1.8|53353,125517,400
162046,192.168.1.8|53353,125748,401
162297,192.168.1.8|53353,125990,402
162536,192.168.1.8|53353,126221,403
162819,192.168.1.8|53353,126492,404
163110,192.168.1.8|53353,126776,405
163356,192.168.1.8|53353,127014,406
163596,192.168.1.8|53353,127245,407
163840,192.168.1.8|53353,127480,408
164121,192.168.1.8|53353,127751,409
164368,192.168.1.8|53353,127990,410
164664,192.168.1.8|53353,128277,411
164924,192.168.1.8|53353,128529,412
165220,192.168.1.8|53353,128817,413
165490,192.168.1.8|53353,129079,414
165778,192.168.1.8|53353,129357,415
166047,192.168.1.8|53353,129618,416
166325,192.168.1.8|53353,129888,417
166572,192.168.1.8|53353,130127,418
166827,192.168.1.8|53353,130373,419
167066,192.168.1.8|53353,130602,420
167305,192.168.1.8|53353,130833,421
167557,192.168.1.8|53353,131076,422
167817,192.168.1.8|53353,131328,423
168049,192.168.1.8|53353,131551,424
168285,192.168.1.8|53353,131779,425
168527,192.168.1.8|53353,132013,426
168804,192.168.1.8|53353,132282,427
169045,192.168.1.8|53353,132514,428
169293,192.168.1.8|53353,132753,429
169545,192.168.1.8|53353,132996,430
169793,192.168.1.8|53353,133234,431
170040,192.168.1.8|53353,133472,432
170304,192.168.1.8|53353,133727,433
170515,192.168.1.8|53353,133930,434
170778,192.168.1.8|53353,134184,435
171039,192.168.1.8|53353,134435,436
171291,192.168.1.8|53353,134679,437
171515,192.168.1.8|53353,134896,438
171799,192.168.1.8|53353,135170,439
172057,192.168.1.8|53353,135419,440
172306,192.168.1.8|53353,135660,441
172621,192.168.1.8|53353,135966,442
172851,192.168.1.8|53353,136185,443
173117,192.168.1.8|53353,136443,444
173376,192.168.1.8|53353,136694,445
173662,192.168.1.8|53353,136971,446
173963,192.168.1.8|53353,137264,447
174208,192.168.1.8|53353,137501,448
174504,192.168.1.8|53353,137789,449
174725,192.168.1.8|53353,138002,450
174998,192.168.1.8|53353,138266,451
175249,192.168.1.8|53353,138509,452
175506,192.168.1.8|53353,138757,453
175777,192.168.1.8|53353,139020,454
176036,192.168.1.8|53353,139270,455
176324,192.168.1.8|53353,139550,456
176599,192.168.1.8|53353,139816,457
176871,192.168.1.8|53353,140078,458
177129,192.168.1.8|53353,140328,459
177360,192.168.1.8|53353,140551,460
177779,192.168.1.8|53353,140961,461
178089,192.168.1.8|53353,141262,462
178454,192.168.1.8|53353,141620,463
178757,192.168.1.8|53353,141912,464
179097,192.168.1.8|53353,142243,465
179412,192.168.1.8|53353,142551,466
179727,192.168.1.8|53353,142857,467
180071,192.168.1.8|53353,143193,468
180379,192.168.1.8|53353,143492,469
180706,192.168.1.8|53353,143811,470
181033,192.168.1.8|53353,144130,471
181357,192.168.1.8|53353,144446,472
181714,192.168.1.8|53353,144794,473
182100,192.168.1.8|53353,145170,474
182451,192.168.1.8|53353,145512,475
182754,192.168.1.8|53353,145807,476
183046,192.168.1.8|53353,146090,477
183381,192.168.1.8|53353,146417,478
183679,192.168.1.8|53353,146707,479
183964,192.168.1.8|53353,146984,480
184265,192.168.1.8|53353,147273,481
184562,192.168.1.8|53353,147562,482
184854,192.168.1.8|53353,147846,483
185143,192.168.1.8|53353,148127,484
185439,192.168.1.8|53353,148414,485
185705,192.168.1.8|53353,148672,486
186006,192.168.1.8|53353,148963,487
186292,192.168.1.8|53353,149242,488
186605,192.168.1.8|53353,149545,489
186893,192.168.1.8|53353,149823,490
187190,192.168.1.8|53353,150112,491
187485,192.168.1.8|53353,150398,492
187810,192.168.1.8|53353,150715,493
188197,192.168.1.8|53353,151093,494
188573,192.168.1.8|53353,151461,495
188864,192.168.1.8|53353,151743,496
189152,192.168.1.8|53353,152023,497
189484,192.168.1.8|53353,152347,498
189771,192.168.1.8|53353,152624,499
190081,192.168.1.8|53353,152926,500
190395,192.168.1.8|53353,153231,501
190664,192.168.1.8|53353,153492,502
191051,192.168.1.8|53353,153869,503
191367,192.168.1.8|53353,154177,504
191671,192.168.1.8|53353,154473,505
191987,192.168.1.8|53353,154779,506
192319,192.168.1.8|53353,155103,507
192583,192.168.1.8|53353,155358,508
192865,192.168.1.8|53353,155632,509
193153,192.168.1.8|53353,155912,510
193399,192.168.1.8|53353,156150,511
193698,192.168.1.8|53353,156440,512
193941,192.168.1.8|53353,156673,513
194226,192.168.1.8|53353,156949,514
194501,192.168.1.8|53353,157215,515
194753,192.168.1.8|53353,157460,516
195048,192.168.1.8|53353,157746,517
195318,192.168.1.8|53353,158007,518
195596,192.168.1.8|53353,158275,519
195857,192.168.1.8|53353,158526,520
196105,192.168.1.8|53353,158767,521
196385,192.168.1.8|53353,159037,522
196655,192.168.1.8|53353,159295,523
196952,192.168.1.8|53353,159584,524
197212,192.168.1.8|53353,159835,525
197481,192.168.1.8|53353,160096,526
197739,192.168.1.8|53353,160344,527
198009,192.168.1.8|53353,160606,528
198326,192.168.1.8|53353,160914,529
198783,192.168.1.8|53353,161364,530
199274,192.168.1.8|53353,161846,531
199779,192.168.1.8|53353,162343,532
200229,192.168.1.8|53353,162785,533
200637,192.168.1.8|53353,163185,534
201100,192.168.1.8|53353,163639,535
201526,192.168.1.8|53353,164057,536
201971,192.168.1.8|53353,164494,537
202384,192.168.1.8|53353,164896,538
202799,192.168.1.8|53353,165303,539
203235,192.168.1.8|53353,165730,540
203609,192.168.1.8|53353,166096,541
203984,192.168.1.8|53353,166463,542
204387,192.168.1.8|53353,166858,543
204734,192.168.1.8|53353,167195,544
205093,192.168.1.8|53353,167544,545
205468,192.168.1.8|53353,167911,546
205893,192.168.1.8|53353,168327,547
206288,192.168.1.8|53353,168714,548
206628,192.168.1.8|53353,169045,549
206975,192.168.1.8|53353,169384,550
207315,192.168.1.8|53353,169715,551
207651,192.168.1.8|53353,170043,552
207948,192.168.1.8|53353,170331,553
208322,192.168.1.8|53353,170695,554
208653,192.168.1.8|53353,171017,555
208969,192.168.1.8|53353,171325,556
209310,192.168.1.8|53353,171657,557
209690,192.168.1.8|53353,172029,558
209959,192.168.1.8|53353,172290,559
210322,192.168.1.8|53353,172645,560
210665,192.168.1.8|53353,172979,561
210972,192.168.1.8|53353,173277,562
211282,192.168.1.8|53353,173578,563
211631,192.168.1.8|53353,173919,564
211988,192.168.1.8|53353,174266,565
212334,192.168.1.8|53353,174605,566
212667,192.168.1.8|53353,174929,567
212962,192.168.1.8|53353,175215,568
213292,192.168.1.8|53353,175537,569
213575,192.168.1.8|53353,175813,570
213872,192.168.1.8|53353,176099,571
214191,192.168.1.8|53353,176408,572
214474,192.168.1.8|53353,176683,573
214793,192.168.1.8|53353,176993,574
215094,192.168.1.8|53353,177286,575
215409,192.168.1.8|53353,177592,576
215699,192.168.1.8|53353,177873,577
215987,192.168.1.8|53353,178153,578
216271,192.168.1.8|53353,178429,579
216576,192.168.1.8|53353,178725,580
216974,192.168.1.8|53353,179113,581
217271,192.168.1.8|53353,179401,582
217574,192.168.1.8|53353,179695,583
217844,192.168.1.8|53353,179957,584
218093,192.168.1.8|53353,180198,585
218377,192.168.1.8|53353,180474,586
218649,192.168.1.8|53353,180738,587
218948,192.168.1.8|53353,181027,588
219200,192.168.1.8|53353,181271,589
219484,192.168.1.8|53353,181546,590
219718,192.168.1.8|53353,181772,591
219978,192.168.1.8|53353,182022,592
220280,192.168.1.8|53353,182317,593
220526,192.168.1.8|53353,182554,594
220768,192.168.1.8|53353,182788,595
221027,192.168.1.8|53353,183039,596
221302,192.168.1.8|53353,183306,597
221598,192.168.1.8|53353,183592,598
221874,192.168.1.8|53353,183861,599
222137,192.168.1.8|53353,184115,600
222401,192.168.1.8|53353,184370,601
222623,192.168.1.8|53353,184584,602
222870,192.168.1.8|53353,184819,603
223116,192.168.1.8|53353,185058,604
223385,192.168.1.8|53353,185318,605
223658,192.168.1.8|53353,185583,606
223903,192.168.1.8|53353,185820,607
224168,192.168.1.8|53353,186074,608
224413,192.168.1.8|53353,186311,609
224675,192.168.1.8|53353,186563,610
224912,192.168.1.8|53353,186791,611
225121,192.168.1.8|53353,186992,612
225361,192.168.1.8|53353,187224,613
225619,192.168.1.8|53353,187473,614
225905,192.168.1.8|53353,187749,615
226157,192.168.1.8|53353,187993,616
226397,192.168.1.8|53353,188225,617
226655,192.168.1.8|53353,188475,618
226885,192.168.1.8|53353,188696,619
227113,192.168.1.8|53353,188916,620
227340,192.168.1.8|53353,189133,621
227602,192.168.1.8|53353,189387,622
227833,192.168.1.8|53353,189609,623
228032,192.168.1.8|53353,189798,624
228294,192.168.1.8|53353,190053,625
228485,192.168.1.8|53353,190235,626
228749,192.168.1.8|53353,190491,627
228993,192.168.1.8|53353,190726,628
229231,192.168.1.8|53353,190956,629
229437,192.168.1.8|53353,191152,630
229677,192.168.1.8|53353,191384,631
229903,192.168.1.8|53353,191602,632
230163,192.168.1.8|53353,191853,633
230372,192.168.1.8|53353,192054,634
230630,192.168.1.8|53353,192302,635
230825,192.168.1.8|53353,192489,636
231070,192.168.1.8|53353,192725,637
231321,192.168.1.8|53353,192968,638
231543,192.168.1.8|53353,193181,639
231767,192.168.1.8|53353,193395,640
232003,192.168.1.8|53353,193623,641
232255,192.168.1.8|53353,193866,642
232525,192.168.1.8|53353,194127,643
232734,192.168.1.8|53353,194327,644
232980,192.168.1.8|53353,194566,645
233173,192.168.1.8|53353,194749,646
233420,192.168.1.8|53353,194988,647
233625,192.168.1.8|53353,195184,648
233871,192.168.1.8|53353,195423,649
234045,192.168.1.8|53353,195588,650
234247,192.168.1.8|53353,195783,651
234482,192.168.1.8|53353,196008,652
234710,192.168.1.8|53353,196225,653
234920,192.168.1.8|53353,196426,654
235128,192.168.1.8|53353,196625,655
235324,192.168.1.8|53353,196813,656
235530,192.168.1.8|53353,197009,657
235767,192.168.1.8|53353,197237,658
235979,192.168.1.8|53353,197441,659
236222,192.168.1.8|53353,197674,660
236480,192.168.1.8|53353,197925,661
236752,192.168.1.8|53353,198187,662
236986,192.168.1.8|53353,198412,663
237270,192.168.1.8|53353,198687,664
237505,192.168.1.8|53353,198914,665
237735,192.168.1.8|53353,199135,666
237956,192.168.1.8|53353,199346,667
238196,192.168.1.8|53353,199578,668
238412,192.168.1.8|53353,199784,669
238664,192.168.1.8|53353,200029,670
238902,192.168.1.8|53353,200258,671
239161,192.168.1.8|53353,200509,672
239402,192.168.1.8|53353,200742,673
239636,192.168.1.8|53353,200967,674
239900,192.168.1.8|53353,201223,675
240172,192.168.1.8|53353,201485,676
240444,192.168.1.8|53353,201749,677
240672,192.168.1.8|53353,201967,678
240931,192.168.1.8|53353,202218,679
241155,192.168.1.8|53353,202433,680
241472,192.168.1.8|53353,202742,681
241724,192.168.1.8|53353,202986,682
242000,192.168.1.8|53353,203254,683
242253,192.168.1.8|53353,203498,684
242480,192.168.1.8|53353,203717,685
242696,192.168.1.8|53353,203924,686
242898,192.168.1.8|53353,204118,687
243130,192.168.1.8|53353,204342,688
243358,192.168.1.8|53353,204559,689
243549,192.168.1.8|53353,204742,690
243790,192.168.1.8|53353,204974,691
243962,192.168.1.8|53353,205139,692
244216,192.168.1.8|53353,205384,693
244437,192.168.1.8|53353,205595,694
244637,192.168.1.8|53353,205787,695
244813,192.168.1.8|53353,205955,696
245031,192.168.1.8|53353,206164,697
245225,192.168.1.8|53353,206349,698
245434,192.168.1.8|53353,206550,699
245661,192.168.1.8|53353,206767,700
245890,192.168.1.8|53353,206984,701
246155,192.168.1.8|53353,207242,702
246343,192.168.1.8|53353,207421,703
246594,192.168.1.8|53353,207665,704
246774,192.168.1.8|53353,207835,705
247024,192.168.1.8|53353,208075,706
247221,192.168.1.8|53353,208262,707
247423,192.168.1.8|53353,208454,708
247602,192.168.1.8|53353,208625,709
247769,192.168.1.8|53353,208783,710
248034,192.168.1.8|53353,209041,711
248300,192.168.1.8|53353,209297,712
248560,192.168.1.8|53353,209549,713
248747,192.168.1.8|53353,209728,714
248934,192.168.1.8|53353,209907,715
249108,192.168.1.8|53353,210073,716
249341,192.168.1.8|53353,210296,717
249547,192.168.1.8|53353,210492,718
249746,192.168.1.8|53353,210683,719
249963,192.168.1.8|53353,210892,720
250173,192.168.1.8|53353,211093,721
250381,192.168.1.8|53353,211293,722
250597,192.168.1.8|53353,211499,723
250818,192.168.1.8|53353,211710,724
251171,192.168.1.8|53353,212055,725
251410,192.168.1.8|53353,212284,726
251629,192.168.1.8|53353,212495,727
251824,192.168.1.8|53353,212681,728
252042,192.168.1.8|53353,212890,729
252266,192.168.1.8|53353,213105,730
252500,192.168.1.8|53353,213330,731
252713,192.168.1.8|53353,213535,732
252945,192.168.1.8|53353,213759,733
253163,192.168.1.8|53353,213969,734
253403,192.168.1.8|53353,214200,735
253595,192.168.1.8|53353,214384,736
253810,192.168.1.8|53353,214591,737
254040,192.168.1.8|53353,214811,738
254230,192.168.1.8|53353,214993,739
254469,192.168.1.8|53353,215224,740
254647,192.168.1.8|53353,215394,741
254884,192.168.1.8|53353,215623,742
255081,192.168.1.8|53353,215812,743
255315,192.168.1.8|53353,216037,744
255529,192.168.1.8|53353,216243,745
255732,192.168.1.8|53353,216438,746
255941,192.168.1.8|53353,216638,747
256183,192.168.1.8|53353,216871,748
256454,192.168.1.8|53353,217133,749
256641,192.168.1.8|53353,217313,750
256885,192.168.1.8|53353,217548,751
257099,192.168.1.8|53353,217754,752
257382,192.168.1.8|53353,218028,753
257693,192.168.1.8|53353,218329,754
257917,192.168.1.8|53353,218544,755
258131,192.168.1.8|53353,218749,756
258391,192.168.1.8|53353,219001,757
258670,192.168.1.8|53353,219272,758
258898,192.168.1.8|53353,219492,759
259165,192.168.1.8|53353,219750,760
259459,192.168.1.8|53353,220036,761
259681,192.168.1.8|53353,220250,762
260034,192.168.1.8|53353,220595,763
260273,192.168.1.8|53353,220826,764
260530,192.168.1.8|53353,221071,765
260795,192.168.1.8|53353,221327,766
261080,192.168.1.8|53353,221603,767
261327,192.168.1.8|53353,221843,768
261585,192.168.1.8|53353,222092,769
261889,192.168.1.8|53353,222386,770
262112,192.168.1.8|53353,222601,771
262332,192.168.1.8|53353,222811,772
262526,192.168.1.8|53353,222996,773
262685,192.168.1.8|53353,223147,774
262921,192.168.1.8|53353,223375,775
263110,192.168.1.8|53353,223555,776
263334,192.168.1.8|53353,223771,777
263550,192.168.1.8|53353,223979,778
263804,192.168.1.8|53353,224225,779
264016,192.168.1.8|53353,224427,780
264280,192.168.1.8|53353,224682,781
264456,192.168.1.8|53353,224850,782
264721,192.168.1.8|53353,225106,783
264935,192.168.1.8|53353,225312,784
265187,192.168.1.8|53353,225555,785
265404,192.168.1.8|53353,225764,786
265635,192.168.1.8|53353,225986,787
265878,192.168.1.8|53353,226222,788
266119,192.168.1.8|53353,226454,789
266356,192.168.1.8|53353,226681,790
266603,192.168.1.8|53353,226920,791
266829,192.168.1.8|53353,227138,792
267095,192.168.1.8|53353,227396,793
267359,192.168.1.8|53353,227651,794
267630,192.168.1.8|53353,227915,795
267851,192.168.1.8|53353,228127,796
268101,192.168.1.8|53353,228366,797
268393,192.168.1.8|53353,228650,798
268621,192.168.1.8|53353,228870,799
268904,192.168.1.8|53353,229144,800
269114,192.168.1.8|53353,229344,801
269322,192.168.1.8|53353,229544,802
269524,192.168.1.8|53353,229737,803
269692,192.168.1.8|53353,229896,804
269915,192.168.1.8|53353,230111,805
270086,192.168.1.8|53353,230273,806
270311,192.168.1.8|53353,230490,807
270495,192.168.1.8|53353,230665,808
270718,192.168.1.8|53353,230880,809
270932,192.168.1.8|53353,231086,810
271090,192.168.1.8|53353,231237,811
271325,192.168.1.8|53353,231463,812
271505,192.168.1.8|53353,231632,813
271701,192.168.1.8|53353,231819,814
271905,192.168.1.8|53353,232015,815
272107,192.168.1.8|53353,232209,816
272367,192.168.1.8|53353,232460,817
272584,192.168.1.8|53353,232669,818
272802,192.168.1.8|53353,232878,819
272971,192.168.1.8|53353,233039,820
273210,192.168.1.8|53353,233270,821
273390,192.168.1.8|53353,233439,822
273599,192.168.1.8|53353,233640,823
273798,192.168.1.8|53353,233830,824
274002,192.168.1.8|53353,234027,825
274237,192.168.1.8|53353,234253,826
274423,192.168.1.8|53353,234432,827
274652,192.168.1.8|53353,234652,828
274831,192.168.1.8|53353,234823,829
275109,192.168.1.8|53353,235091,830
275280,192.168.1.8|53353,235252,831
275500,192.168.1.8|53353,235464,832
275715,192.168.1.8|53353,235669,833
276023,192.168.1.8|53353,235970,834
276256,192.168.1.8|53353,236194,835
276499,192.168.1.8|53353,236429,836
276747,192.168.1.8|53353,236669,837
277027,192.168.1.8|53353,236941,838
277268,192.168.1.8|53353,237172,839
277497,192.168.1.8|53353,237392,840
277739,192.168.1.8|53353,237625,841
277991,192.168.1.8|53353,237869,842
278297,192.168.1.8|53353,238167,843
278517,192.168.1.8|53353,238378,844
278772,192.168.1.8|53353,238626,845
279020,192.168.1.8|53353,238865,846
279269,192.168.1.8|53353,239106,847
279478,192.168.1.8|53353,239307,848
279718,192.168.1.8|53353,239539,849
279946,192.168.1.8|53353,239758,850
280236,192.168.1.8|53353,240040,851
280412,192.168.1.8|53353,240208,852
280698,192.168.1.8|53353,240484,853
280881,192.168.1.8|53353,240660,854
281132,192.168.1.8|53353,240901,855
281309,192.168.1.8|53353,241070,856
281570,192.168.1.8|53353,241322,857
281769,192.168.1.8|53353,241513,858
281961,192.168.1.8|53353,241697,859
282191,192.168.1.8|53353,241919,860
282432,192.168.1.8|53353,242150,861
282637,192.168.1.8|53353,242344,862
282835,192.168.1.8|53353,242533,863
283040,192.168.1.8|53353,242729,864
283224,192.168.1.8|53353,242903,865
283470,192.168.1.8|53353,243140,866
283679,192.168.1.8|53353,243340,867
283953,192.168.1.8|53353,243606,868
284253,192.168.1.8|53353,243897,869
284600,192.168.1.8|53353,244236,870
284915,192.168.1.8|53353,244542,871
285241,192.168.1.8|53353,244860,872
285565,192.168.1.8|53353,245176,873
285862,192.168.1.8|53353,245464,874
286167,192.168.1.8|53353,245760,875
286465,192.168.1.8|53353,246050,876
286815,192.168.1.8|53353,246392,877
287137,192.168.1.8|53353,246705,878
287440,192.168.1.8|53353,247000,879
287725,192.168.1.8|53353,247276,880
288056,192.168.1.8|53353,247598,881
288475,192.168.1.8|53353,248006,882
288748,192.168.1.8|53353,248271,883
289055,192.168.1.8|53353,248569,884
289347,192.168.1.8|53353,248853,885
289668,192.168.1.8|53353,249166,886
289928,192.168.1.8|53353,249415,887
290182,192.168.1.8|53353,249662,888
290517,192.168.1.8|53353,249987,889
290782,192.168.1.8|53353,250243,890
291050,192.168.1.8|53353,250503,891
291355,192.168.1.8|53353,250798,892
291606,192.168.1.8|53353,251041,893
291878,192.168.1.8|53353,251302,894
292106,192.168.1.8|53353,251521,895
292390,192.168.1.8|53353,251796,896
292637,192.168.1.8|53353,252035,897
292906,192.168.1.8|53353,252296,898
293163,192.168.1.8|53353,252544,899
293454,192.168.1.8|53353,252825,900
293800,192.168.1.8|53353,253162,901
293987,192.168.1.8|53353,253339,902
294239,192.168.1.8|53353,253582,903
294509,192.168.1.8|53353,253843,904
294771,192.168.1.8|53353,254097,905
295033,192.168.1.8|53353,254351,906
295283,192.168.1.8|53353,254592,907
295526,192.168.1.8|53353,254827,908
295750,192.168.1.8|53353,255043,909
295977,192.168.1.8|53353,255262,910
296242,192.168.1.8|53353,255517,911
296464,192.168.1.8|53353,255731,912
296712,192.168.1.8|53353,255969,913
296989,192.168.1.8|53353,256238,914
297217,192.168.1.8|53353,256457,915
297484,192.168.1.8|53353,256717,916
297725,192.168.1.8|53353,256949,917
297998,192.168.1.8|53353,257215,918
298241,192.168.1.8|53353,257449,919
298524,192.168.1.8|53353,257724,920
298787,192.168.1.8|53353,257979,921
299055,192.168.1.8|53353,258237,922
299316,192.168.1.8|53353,258490,923
299572,192.168.1.8|53353,258738,924
299846,192.168.1.8|53353,259002,925
300113,192.168.1.8|53353,259261,926
300394,192.168.1.8|53353,259534,927
300700,192.168.1.8|53353,259832,928
300979,192.168.1.8|53353,260103,929
301254,192.168.1.8|53353,260370,930
301525,192.168.1.8|53353,260633,931
301772,192.168.1.8|53353,260871,932
302029,192.168.1.8|53353,261120,933
302304,192.168.1.8|53353,261386,934
302591,192.168.1.8|53353,261665,935
302835,192.168.1.8|53353,261899,936
303126,192.168.1.8|53353,262182,937
303367,192.168.1.8|53353,262414,938
303648,192.168.1.8|53353,262687,939
303904,192.168.1.8|53353,262935,940
304177,192.168.1.8|53353,263199,941
304451,192.168.1.8|53353,263463,942
304723,192.168.1.8|53353,263727,943
304986,192.168.1.8|53353,263982,944
305251,192.168.1.8|53353,264239,945
305534,192.168.1.8|53353,264513,946
305816,192.168.1.8|53353,264787,947
306066,192.168.1.8|53353,265028,948
306329,192.168.1.8|53353,265283,949
306603,192.168.1.8|53353,265549,950
306879,192.168.1.8|53353,265817,951
307138,192.168.1.8|53353,266067,952
307430,192.168.1.8|53353,266350,953
307693,192.168.1.8|53353,266602,954
308000,192.168.1.8|53353,266901,955
308339,192.168.1.8|53353,267232,956
308617,192.168.1.8|53353,267501,957
308890,192.168.1.8|53353,267766,958
309174,192.168.1.8|53353,268042,959
309430,192.168.1.8|53353,268291,960
309690,192.168.1.8|53353,268541,961
309962,192.168.1.8|53353,268802,962
310233,192.168.1.8|53353,269065,963
310487,192.168.1.8|53353,269310,964
310747,192.168.1.8|53353,269562,965
311060,192.168.1.8|53353,269866,966
311327,192.168.1.8|53353,270125,967
311600,192.168.1.8|53353,270389,968
311862,192.168.1.8|53353,270641,969
312130,192.168.1.8|53353,270900,970
312397,192.168.1.8|53353,271157,971
312657,192.168.1.8|53353,271410,972
312925,192.168.1.8|53353,271669,973
313183,192.168.1.8|53353,271919,974
313467,192.168.1.8|53353,272192,975
313723,192.168.1.8|53353,272439,976
313977,192.168.1.8|53353,272685,977
314238,192.168.1.8|53353,272937,978
314498,192.168.1.8|53353,273189,979
314765,192.168.1.8|53353,273446,980
315018,192.168.1.8|53353,273691,981
315274,192.168.1.8|53353,273939,982
315553,192.168.1.8|53353,274210,983
315805,192.168.1.8|53353,274453,984
316053,192.168.1.8|53353,274691,985
316294,192.168.1.8|53353,274924,986
316491,192.168.1.8|53353,275112,987
316756,192.168.1.8|53353,275369,988
317003,192.168.1.8|53353,275606,989
317257,192.168.1.8|53353,275851,990
317535,192.168.1.8|53353,276120,991
317781,192.168.1.8|53353,276357,992
318076,192.168.1.8|53353,276644,993
318329,192.168.1.8|53353,276887,994
318586,192.168.1.8|53353,277136,995
318841,192.168.1.8|53353,277382,996
319122,192.168.1.8|53353,277656,997
319390,192.168.1.8|53353,277915,998
319667,192.168.1.8|53353,278184,999
319935,192.168.1.8|53353,278443,1000
320172,192.168.1.8|53353,278672,1001
320450,192.168.1.8|53353,278940,1002
320650,192.168.1.8|53353,279131,1003
320912,192.168.1.8|53353,279385,1004
321172,192.168.1.8|53353,279635,1005
321449,192.168.1.8|53353,279904,1006
321693,192.168.1.8|53353,280139,1007
321947,192.168.1.8|53353,280385,1008
322211,192.168.1.8|53353,280641,1009
322462,192.168.1.8|53353,280882,1010
322755,192.168.1.8|53353,281167,1011
322996,192.168.1.8|53353,281398,1012
323251,192.168.1.8|53353,281644,1013
323489,192.168.1.8|53353,281874,1014
323754,192.168.1.8|53353,282131,1015
323988,192.168.1.8|53353,282356,1016
324291,192.168.1.8|53353,282651,1017
324561,192.168.1.8|53353,282912,1018
324828,192.168.1.8|53353,283171,1019
325119,192.168.1.8|53353,283454,1020
325359,192.168.1.8|53353,283684,1021
325639,192.168.1.8|53353,283956,1022
325889,192.168.1.8|53353,284196,1023
326177,192.168.1.8|53353,284476,1024
326464,192.168.1.8|53353,284755,1025
326711,192.168.1.8|53353,284994,1026
326983,192.168.1.8|53353,285257,1027
327230,192.168.1.8|53353,285496,1028
327479,192.168.1.8|53353,285736,1029
327714,192.168.1.8|53353,285963,1030
327993,192.168.1.8|53353,286233,1031
328261,192.168.1.8|53353,286494,1032
328507,192.168.1.8|53353,286731,1033
328762,192.168.1.8|53353,286979,1034
329020,192.168.1.8|53353,287228,1035
329303,192.168.1.8|53353,287502,1036
329516,192.168.1.8|53353,287707,1037
329825,192.168.1.8|53353,288005,1038
330073,192.168.1.8|53353,288245,1039
330358,192.168.1.8|53353,288522,1040
330637,192.168.1.8|53353,288793,1041
330892,192.168.1.8|53353,289040,1042
331174,192.168.1.8|53353,289314,1043
331431,192.168.1.8|53353,289562,1044
331700,192.168.1.8|53353,289823,1045
331967,192.168.1.8|53353,290082,1046
332250,192.168.1.8|53353,290357,1047
332482,192.168.1.8|53353,290580,1048
332723,192.168.1.8|53353,290812,1049
