Timestamp(ms),IP_Address,RTT(ms),SequenceNum
64987,192.168.1.15|54310,26822,616
65020,192.168.1.15|54310,26847,617
65046,192.168.1.8|53353,31326,103
65078,192.168.1.15|54310,26897,618
65130,192.168.1.15|54310,26940,619
65170,192.168.1.15|54310,26972,620
65233,192.168.1.15|54310,27025,621
65274,192.168.1.15|54310,27058,622
65328,192.168.1.15|54310,27103,623
65372,192.168.1.15|54310,27138,624
65426,192.168.1.15|54310,27184,625
65460,192.168.1.15|54310,27209,626
65502,192.168.1.15|54310,27243,627
65547,192.168.1.15|54310,27279,628
65612,192.168.1.15|54310,27336,629
65646,192.168.1.15|54310,27360,630
65705,192.168.1.15|54310,27411,631
65739,192.168.1.8|53353,32009,104
65752,192.168.1.15|54310,27450,632
65810,192.168.1.15|54310,27499,633
65876,192.168.1.15|54310,27556,634
65921,192.168.1.15|54310,27592,635
65956,192.168.1.15|54310,27619,636
66012,192.168.1.15|54310,27666,637
66077,192.168.1.15|54310,27723,638
66105,192.168.1.15|54310,27742,639
66156,192.168.1.15|54310,27783,640
66214,192.168.1.15|54310,27833,641
66274,192.168.1.15|54310,27884,642
66336,192.168.1.15|54310,27937,643
66390,192.168.1.15|54310,27983,644
66429,192.168.1.15|54310,28014,645
66435,192.168.1.8|53353,32697,105
66514,192.168.1.15|54310,28089,646
66571,192.168.1.15|54310,28138,647
66619,192.168.1.15|54310,28178,648
66679,192.168.1.15|54310,28230,649
66711,192.168.1.15|54310,28253,650
66749,192.168.1.15|54310,28284,651
66805,192.168.1.15|54310,28329,652
66859,192.168.1.15|54310,28373,653
66918,192.168.1.15|54310,28423,654
66964,192.168.1.15|54310,28460,655
67021,192.168.1.15|54310,28509,656
67059,192.168.1.15|54310,28537,657
67124,192.168.1.15|54310,28593,658
67164,192.168.1.15|54310,28625,659
67176,192.168.1.8|53353,33429,106
67198,192.168.1.15|54310,28650,660
67257,192.168.1.15|54310,28701,661
67337,192.168.1.15|54310,28771,662
67385,192.168.1.15|54310,28810,663
67424,192.168.1.15|54310,28840,664
67471,192.168.1.15|54310,28879,665
67525,192.168.1.15|54310,28924,666
67581,192.168.1.15|54310,28970,667
67613,192.168.1.15|54310,28994,668
67674,192.168.1.15|54310,29046,669
67708,192.168.1.15|54310,29072,670
67759,192.168.1.8|53353,34004,107
67768,192.168.1.15|54310,29123,671
67803,192.168.1.15|54310,29151,672
67846,192.168.1.15|54310,29185,673
67885,192.168.1.15|54310,29215,674
67925,192.168.1.15|54310,29247,675
67990,192.168.1.15|54310,29302,676
68055,192.168.1.15|54310,29359,677
68099,192.168.1.15|54310,29393,678
68158,192.168.1.15|54310,29444,679
68211,192.168.1.15|54310,29488,680
68265,192.168.1.15|54310,29534,681
68300,192.168.1.15|54310,29561,682
68358,192.168.1.15|54310,29611,683
68411,192.168.1.15|54310,29655,684
68471,192.168.1.15|54310,29707,685
68503,192.168.1.8|53353,34739,108
68503,192.168.1.15|54310,29730,686
68537,192.168.1.15|54310,29756,687
68589,192.168.1.15|54310,29800,688
68643,192.168.1.15|54310,29843,689
68690,192.168.1.15|54310,29882,690
68764,192.168.1.15|54310,29948,691
68810,192.168.1.15|54310,29986,692
68879,192.168.1.15|54310,30046,693
68920,192.168.1.15|54310,30077,694
68970,192.168.1.15|54310,30119,695
69029,192.168.1.15|54310,30170,696
69076,192.168.1.15|54310,30208,697
69124,192.168.1.15|54310,30247,698
69124,192.168.1.8|53353,35353,109
69186,192.168.1.15|54310,30301,699
69234,192.168.1.15|54310,30339,700
69294,192.168.1.15|54310,30387,701
69341,192.168.1.15|54310,30427,702
69406,192.168.1.15|54310,30483,703
69463,192.168.1.15|54310,30533,704
69501,192.168.1.15|54310,30561,705
69555,192.168.1.15|54310,30605,706
69587,192.168.1.15|54310,30627,707
69632,192.168.1.15|54310,30662,708
69709,192.168.1.15|54310,30731,709
69748,192.168.1.15|54310,30762,710
69755,192.168.1.8|53353,35974,110
69799,192.168.1.15|54310,30805,711
69851,192.168.1.15|54310,30847,712
69911,192.168.1.15|54310,30899,713
69964,192.168.1.15|54310,30944,714
69990,192.168.1.15|54310,30962,715
70051,192.168.1.15|54310,31015,716
70089,192.168.1.15|54310,31043,717
70155,192.168.1.15|54310,31099,718
70206,192.168.1.15|54310,31142,719
70253,192.168.1.15|54310,31181,720
70298,192.168.1.15|54310,31217,721
70330,192.168.1.8|53353,36541,111
70364,192.168.1.15|54310,31273,722
70393,192.168.1.15|54310,31294,723
70457,192.168.1.15|54310,31348,724
70535,192.168.1.15|54310,31418,725
70594,192.168.1.15|54310,31467,726
70632,192.168.1.15|54310,31497,727
70673,192.168.1.15|54310,31529,728
70738,192.168.1.15|54310,31585,729
70784,192.168.1.15|54310,31623,730
70847,192.168.1.15|54310,31676,731
70894,192.168.1.15|54310,31716,732
70939,192.168.1.8|53353,37141,112
70952,192.168.1.15|54310,31765,733
70998,192.168.1.15|54310,31802,734
71044,192.168.1.15|54310,31840,735
71091,192.168.1.15|54310,31879,736
71154,192.168.1.15|54310,31934,737
71219,192.168.1.15|54310,31989,738
71265,192.168.1.15|54310,32027,739
71325,192.168.1.15|54310,32079,740
71385,192.168.1.15|54310,32131,741
71431,192.168.1.15|54310,32169,742
71482,192.168.1.15|54310,32212,743
71536,192.168.1.8|53353,37727,113
71543,192.168.1.15|54310,32264,744
71575,192.168.1.15|54310,32288,745
71631,192.168.1.15|54310,32336,746
71685,192.168.1.15|54310,32381,747
71731,192.168.1.15|54310,32419,748
71792,192.168.1.15|54310,32471,749
71827,192.168.1.15|54310,32498,750
71864,192.168.1.15|54310,32526,751
71915,192.168.1.15|54310,32569,752
71962,192.168.1.15|54310,32606,753
72009,192.168.1.15|54310,32644,754
72042,192.168.1.15|54310,32668,755
72062,192.168.1.8|53353,38245,114
72102,192.168.1.15|54310,32719,756
72141,192.168.1.15|54310,32751,757
72198,192.168.1.15|54310,32799,758
72245,192.168.1.15|54310,32837,759
72291,192.168.1.15|54310,32875,760
72315,192.168.1.15|54310,32891,761
72381,192.168.1.15|54310,32949,762
72420,192.168.1.15|54310,32980,763
72453,192.168.1.15|54310,33005,764
72507,192.168.1.15|54310,33047,765
72554,192.168.1.15|54310,33085,766
72592,192.168.1.8|53353,38765,115
72640,192.168.1.15|54310,33162,767
72681,192.168.1.15|54310,33196,768
72720,192.168.1.15|54310,33226,769
72775,192.168.1.15|54310,33271,770
72832,192.168.1.15|54310,33320,771
72865,192.168.1.15|54310,33343,772
72925,192.168.1.15|54310,33394,773
72990,192.168.1.15|54310,33451,774
73037,192.168.1.15|54310,33490,775
73077,192.168.1.15|54310,33521,776
73116,192.168.1.8|53353,39281,116
73141,192.168.1.15|54310,33577,777
73202,192.168.1.15|54310,33630,778
73221,192.168.1.15|54310,33641,779
73300,192.168.1.15|54310,33710,780
73345,192.168.1.15|54310,33746,781
73399,192.168.1.15|54310,33792,782
73456,192.168.1.15|54310,33840,783
73515,192.168.1.15|54310,33891,784
73543,192.168.1.15|54310,33910,785
73588,192.168.1.8|53353,39745,117
73608,192.168.1.15|54310,33967,786
73671,192.168.1.15|54310,34021,787
73686,192.168.1.15|54310,34029,788
73771,192.168.1.15|54310,34105,789
73784,192.168.1.15|54310,34108,790
73845,192.168.1.15|54310,34161,791
73903,192.168.1.15|54310,34211,792
73965,192.168.1.15|54310,34265,793
74012,192.168.1.15|54310,34304,794
74076,192.168.1.15|54310,34359,795
74109,192.168.1.15|54310,34384,796
74136,192.168.1.8|53353,40285,118
74156,192.168.1.15|54310,34420,797
74213,192.168.1.15|54310,34470,798
74274,192.168.1.15|54310,34522,799
74341,192.168.1.15|54310,34580,800
74373,192.168.1.15|54310,34602,801
74412,192.168.1.15|54310,34632,802
74477,192.168.1.15|54310,34689,803
74541,192.168.1.15|54310,34744,804
74574,192.168.1.15|54310,34769,805
74622,192.168.1.15|54310,34808,806
74628,192.168.1.8|53353,40769,119
74680,192.168.1.15|54310,34858,807
74729,192.168.1.15|54310,34898,808
74788,192.168.1.15|54310,34949,809
74834,192.168.1.15|54310,34987,810
74884,192.168.1.15|54310,35030,811
74946,192.168.1.15|54310,35082,812
74996,192.168.1.15|54310,35122,813
75035,192.168.1.15|54310,35152,814
75086,192.168.1.8|53353,41217,120
75086,192.168.1.15|54310,35195,815
75147,192.168.1.15|54310,35248,816
75210,192.168.1.15|54310,35302,817
75255,192.168.1.15|54310,35339,818
75315,192.168.1.15|54310,35390,819
75361,192.168.1.15|54310,35428,820
75396,192.168.1.15|54310,35454,821
75455,192.168.1.15|54310,35503,822
75522,192.168.1.15|54310,35562,823
75568,192.168.1.15|54310,35599,824
75568,192.168.1.8|53353,41691,121
75601,192.168.1.15|54310,35625,825
75702,192.168.1.15|54310,35717,826
75736,192.168.1.15|54310,35744,827
75785,192.168.1.15|54310,35784,828
75833,192.168.1.15|54310,35823,829
75899,192.168.1.15|54310,35880,830
75945,192.168.1.15|54310,35916,831
75986,192.168.1.15|54310,35949,832
76028,192.168.1.8|53353,42142,122
76046,192.168.1.15|54310,35999,833
76114,192.168.1.15|54310,36059,834
76158,192.168.1.15|54310,36095,835
76198,192.168.1.15|54310,36127,836
76254,192.168.1.15|54310,36175,837
76304,192.168.1.15|54310,36217,838
76335,192.168.1.15|54310,36238,839
76403,192.168.1.15|54310,36296,840
76444,192.168.1.8|53353,42550,123
76444,192.168.1.15|54310,36330,841
76511,192.168.1.15|54310,36388,842
76561,192.168.1.15|54310,36430,843
76624,192.168.1.15|54310,36484,844
76671,192.168.1.15|54310,36524,845
76717,192.168.1.15|54310,36561,846
76750,192.168.1.15|54310,36586,847
76809,192.168.1.15|54310,36637,848
76849,192.168.1.8|53353,42946,124
76882,192.168.1.15|54310,36702,849
76949,192.168.1.15|54310,36760,850
76981,192.168.1.15|54310,36784,851
77042,192.168.1.15|54310,36837,852
77090,192.168.1.15|54310,36875,853
77148,192.168.1.15|54310,36926,854
77195,192.168.1.15|54310,36963,855
77250,192.168.1.15|54310,37010,856
77283,192.168.1.8|53353,43372,125
77289,192.168.1.15|54310,37040,857
77343,192.168.1.15|54310,37087,858
77371,192.168.1.15|54310,37106,859
77410,192.168.1.15|54310,37137,860
77493,192.168.1.15|54310,37210,861
77539,192.168.1.15|54310,37245,862
77575,192.168.1.15|54310,37272,863
77608,192.168.1.15|54310,37296,864
77669,192.168.1.15|54310,37347,865
77688,192.168.1.8|53353,43768,126
77714,192.168.1.15|54310,37383,866
77747,192.168.1.15|54310,37407,867
77774,192.168.1.15|54310,37426,868
77853,192.168.1.15|54310,37496,869
77898,192.168.1.15|54310,37533,870
77967,192.168.1.15|54310,37593,871
78004,192.168.1.15|54310,37623,872
78070,192.168.1.15|54310,37680,873
78131,192.168.1.15|54310,37732,874
78137,192.168.1.8|53353,44209,127
78143,192.168.1.15|54310,37735,875
78223,192.168.1.15|54310,37807,876
78269,192.168.1.15|54310,37845,877
78347,192.168.1.15|54310,37914,878
78398,192.168.1.15|54310,37957,879
78446,192.168.1.15|54310,37995,880
78507,192.168.1.15|54310,38048,881
78513,192.168.1.8|53353,44576,128
78568,192.168.1.15|54310,38098,882
78615,192.168.1.15|54310,38137,883
78673,192.168.1.15|54310,38187,884
78713,192.168.1.15|54310,38218,885
78770,192.168.1.15|54310,38267,886
78830,192.168.1.15|54310,38316,887
78842,192.168.1.15|54310,38320,888
78893,192.168.1.15|54310,38362,889
78930,192.168.1.8|53353,44986,129
78956,192.168.1.15|54310,38416,890
79019,192.168.1.15|54310,38471,891
79066,192.168.1.15|54310,38508,892
79131,192.168.1.15|54310,38563,893
79159,192.168.1.15|54310,38582,894
79207,192.168.1.15|54310,38621,895
79267,192.168.1.15|54310,38673,896
79306,192.168.1.8|53353,45353,130
79333,192.168.1.15|54310,38730,897
79375,192.168.1.15|54310,38764,898
79439,192.168.1.15|54310,38819,899
79504,192.168.1.15|54310,38874,900
79550,192.168.1.15|54310,38911,901
79607,192.168.1.15|54310,38957,902
79653,192.168.1.15|54310,38995,903
79674,192.168.1.8|53353,45713,131
79708,192.168.1.15|54310,39041,904
79767,192.168.1.15|54310,39092,905
79818,192.168.1.15|54310,39135,906
79872,192.168.1.15|54310,39180,907
79938,192.168.1.15|54310,39238,908
79965,192.168.1.15|54310,39257,909
80011,192.168.1.15|54310,39295,910
80062,192.168.1.8|53353,46092,132
80107,192.168.1.15|54310,39381,911
80136,192.168.1.15|54310,39402,912
80163,192.168.1.15|54310,39419,913
80199,192.168.1.15|54310,39447,914
80277,192.168.1.15|54310,39516,915
80311,192.168.1.15|54310,39543,916
80374,192.168.1.15|54310,39597,917
80400,192.168.1.15|54310,39616,918
80400,192.168.1.8|53353,46422,133
80446,192.168.1.15|54310,39653,919
80494,192.168.1.15|54310,39693,920
80542,192.168.1.15|54310,39733,921
80619,192.168.1.15|54310,39800,922
80664,192.168.1.15|54310,39837,923
80718,192.168.1.15|54310,39881,924
80731,192.168.1.8|53353,46745,134
80763,192.168.1.15|54310,39919,925
80809,192.168.1.15|54310,39956,926
80863,192.168.1.15|54310,40002,927
80895,192.168.1.15|54310,40026,928
80962,192.168.1.15|54310,40085,929
81003,192.168.1.15|54310,40118,930
81058,192.168.1.15|54310,40165,931
81077,192.168.1.8|53353,47083,135
81098,192.168.1.15|54310,40196,932
81164,192.168.1.15|54310,40254,933
81196,192.168.1.15|54310,40277,934
81278,192.168.1.15|54310,40351,935
81335,192.168.1.15|54310,40399,936
81382,192.168.1.15|54310,40437,937
81442,192.168.1.15|54310,40489,938
81448,192.168.1.8|53353,47445,136
81495,192.168.1.15|54310,40533,939
81555,192.168.1.15|54310,40585,940
81588,192.168.1.15|54310,40609,941
81649,192.168.1.15|54310,40660,942
81702,192.168.1.15|54310,40705,943
81754,192.168.1.15|54310,40749,944
81799,192.168.1.15|54310,40786,945
81827,192.168.1.8|53353,47816,137
81849,192.168.1.15|54310,40827,946
81902,192.168.1.15|54310,40872,947
81956,192.168.1.15|54310,40917,948
82014,192.168.1.15|54310,40967,949
82047,192.168.1.15|54310,40992,950
82106,192.168.1.15|54310,41043,951
82153,192.168.1.15|54310,41081,952
82211,192.168.1.15|54310,41129,953
82234,192.168.1.8|53353,48212,138
82266,192.168.1.15|54310,41174,954
82319,192.168.1.15|54310,41219,955
82384,192.168.1.15|54310,41276,956
82419,192.168.1.15|54310,41302,957
82464,192.168.1.15|54310,41339,958
82508,192.168.1.15|54310,41376,959
82545,192.168.1.15|54310,41405,960
82621,192.168.1.15|54310,41471,961
82621,192.168.1.8|53353,48591,139
82655,192.168.1.15|54310,41494,962
82683,192.168.1.15|54310,41514,963
82748,192.168.1.15|54310,41570,964
82804,192.168.1.15|54310,41618,965
82849,192.168.1.15|54310,41654,966
82890,192.168.1.15|54310,41688,967
82948,192.168.1.15|54310,41736,968
83004,192.168.1.8|53353,48966,140
83018,192.168.1.15|54310,41795,969
83059,192.168.1.15|54310,41828,970
83118,192.168.1.15|54310,41877,971
83166,192.168.1.15|54310,41918,972
83225,192.168.1.15|54310,41968,973
83272,192.168.1.15|54310,42007,974
83335,192.168.1.15|54310,42059,975
83366,192.168.1.8|53353,49318,141
83374,192.168.1.15|54310,42089,976
83434,192.168.1.15|54310,42141,977
83479,192.168.1.15|54310,42177,978
83543,192.168.1.15|54310,42234,979
83603,192.168.1.15|54310,42283,980
83649,192.168.1.15|54310,42321,981
83685,192.168.1.15|54310,42349,982
83743,192.168.1.15|54310,42399,983
83744,192.168.1.8|53353,49689,142
83802,192.168.1.15|54310,42449,984
83867,192.168.1.15|54310,42504,985
83881,192.168.1.15|54310,42510,986
83927,192.168.1.15|54310,42547,987
83993,192.168.1.15|54310,42605,988
84048,192.168.1.15|54310,42650,989
84086,192.168.1.15|54310,42679,990
84105,192.168.1.8|53353,50038,143
84144,192.168.1.15|54310,42728,991
84166,192.168.1.15|54310,42741,992
84227,192.168.1.15|54310,42794,993
84285,192.168.1.15|54310,42842,994
84334,192.168.1.15|54310,42883,995
84380,192.168.1.15|54310,42921,996
84446,192.168.1.15|54310,42979,997
84485,192.168.1.15|54310,43009,998
84511,192.168.1.8|53353,50435,144
84539,192.168.1.15|54310,43055,999
84578,192.168.1.15|54310,43085,1000
84637,192.168.1.15|54310,43136,1001
84670,192.168.1.15|54310,43159,1002
84729,192.168.1.15|54310,43209,1003
84768,192.168.1.15|54310,43240,1004
84834,192.168.1.15|54310,43296,1005
84893,192.168.1.8|53353,50807,145
84893,192.168.1.15|54310,43347,1006
84940,192.168.1.15|54310,43385,1007
84988,192.168.1.15|54310,43425,1008
85032,192.168.1.15|54310,43461,1009
85083,192.168.1.15|54310,43502,1010
85140,192.168.1.15|54310,43552,1011
85154,192.168.1.15|54310,43555,1012
85220,192.168.1.15|54310,43612,1013
85247,192.168.1.8|53353,51152,146
85281,192.168.1.15|54310,43665,1014
85313,192.168.1.15|54310,43689,1015
85373,192.168.1.15|54310,43740,1016
85426,192.168.1.15|54310,43785,1017
85484,192.168.1.15|54310,43834,1018
85545,192.168.1.15|54310,43887,1019
85581,192.168.1.15|54310,43915,1020
85621,192.168.1.15|54310,43945,1021
85636,192.168.1.8|53353,51533,147
85684,192.168.1.15|54310,44000,1022
85745,192.168.1.15|54310,44051,1023
85811,192.168.1.15|54310,44109,1024
85856,192.168.1.15|54310,44146,1025
85921,192.168.1.15|54310,44203,1026
85948,192.168.1.15|54310,44221,1027
86014,192.168.1.15|54310,44279,1028
86014,192.168.1.8|53353,51901,148
86059,192.168.1.15|54310,44315,1029
86103,192.168.1.15|54310,44351,1030
86157,192.168.1.15|54310,44396,1031
86201,192.168.1.15|54310,44433,1032
86227,192.168.1.15|54310,44451,1033
86294,192.168.1.15|54310,44510,1034
86328,192.168.1.15|54310,44535,1035
86370,192.168.1.15|54310,44568,1036
86436,192.168.1.15|54310,44626,1037
86436,192.168.1.8|53353,52314,149
86501,192.168.1.15|54310,44680,1038
86534,192.168.1.15|54310,44705,1039
86597,192.168.1.15|54310,44760,1040
86649,192.168.1.15|54310,44804,1041
86684,192.168.1.15|54310,44830,1042
86725,192.168.1.15|54310,44863,1043
86750,192.168.1.8|53353,52620,150
86785,192.168.1.15|54310,44915,1044
86838,192.168.1.15|54310,44960,1045
86872,192.168.1.15|54310,44986,1046
86908,192.168.1.15|54310,45014,1047
86975,192.168.1.15|54310,45073,1048
87034,192.168.1.15|54310,45121,1049
87100,192.168.1.15|54310,45179,1050
87119,192.168.1.8|53353,52979,151
87147,192.168.1.15|54310,45218,1051
87214,192.168.1.15|54310,45277,1052
87259,192.168.1.15|54310,45312,1053
87294,192.168.1.15|54310,45338,1054
87346,192.168.1.15|54310,45382,1055
87400,192.168.1.15|54310,45425,1056
87440,192.168.1.15|54310,45457,1057
87468,192.168.1.15|54310,45477,1058
87477,192.168.1.8|53353,53328,152
87542,192.168.1.15|54310,45543,1059
87603,192.168.1.15|54310,45595,1060
87630,192.168.1.15|54310,45614,1061
87681,192.168.1.15|54310,45656,1062
87743,192.168.1.15|54310,45710,1063
87806,192.168.1.15|54310,45764,1064
87833,192.168.1.8|53353,53676,153
87840,192.168.1.15|54310,45788,1065
87895,192.168.1.15|54310,45835,1066
87928,192.168.1.15|54310,45859,1067
87995,192.168.1.15|54310,45918,1068
88053,192.168.1.15|54310,45968,1069
88105,192.168.1.15|54310,46012,1070
88159,192.168.1.15|54310,46058,1071
88166,192.168.1.8|53353,54001,154
88194,192.168.1.15|54310,46084,1072
88254,192.168.1.15|54310,46136,1073
88306,192.168.1.15|54310,46179,1074
88345,192.168.1.15|54310,46210,1075
88379,192.168.1.15|54310,46234,1076
88430,192.168.1.15|54310,46277,1077
88503,192.168.1.15|54310,46341,1078
88515,192.168.1.8|53353,54341,155
88538,192.168.1.15|54310,46368,1079
88597,192.168.1.15|54310,46418,1080
88630,192.168.1.15|54310,46441,1081
88695,192.168.1.15|54310,46498,1082
88759,192.168.1.15|54310,46553,1083
88780,192.168.1.15|54310,46566,1084
88846,192.168.1.15|54310,46624,1085
88867,192.168.1.8|53353,54686,156
88901,192.168.1.15|54310,46671,1086
88934,192.168.1.15|54310,46695,1087
88980,192.168.1.15|54310,46733,1088
89066,192.168.1.15|54310,46809,1089
89095,192.168.1.15|54310,46828,1090
89154,192.168.1.15|54310,46879,1091
89192,192.168.1.15|54310,46907,1092
89212,192.168.1.8|53353,55021,157
89225,192.168.1.15|54310,46932,1093
89294,192.168.1.15|54310,46992,1094
89340,192.168.1.15|54310,47030,1095
89361,192.168.1.15|54310,47042,1096
89436,192.168.1.15|54310,47108,1097
89491,192.168.1.15|54310,47155,1098
89503,192.168.1.8|53353,55303,158
89535,192.168.1.15|54310,47188,1099
89603,192.168.1.15|54310,47248,1100
89647,192.168.1.15|54310,47284,1101
89714,192.168.1.15|54310,47343,1102
89748,192.168.1.15|54310,47368,1103
89806,192.168.1.15|54310,47418,1104
89853,192.168.1.15|54310,47455,1105
89872,192.168.1.8|53353,55664,159
89912,192.168.1.15|54310,47505,1106
89957,192.168.1.15|54310,47543,1107
90027,192.168.1.15|54310,47605,1108
90061,192.168.1.15|54310,47630,1109
90100,192.168.1.15|54310,47660,1110
90166,192.168.1.15|54310,47718,1111
90186,192.168.1.8|53353,55969,160
90225,192.168.1.15|54310,47768,1112
90285,192.168.1.15|54310,47819,1113
90329,192.168.1.15|54310,47854,1114
90396,192.168.1.15|54310,47913,1115
90444,192.168.1.15|54310,47952,1116
90483,192.168.1.8|53353,56258,161
90505,192.168.1.15|54310,48005,1117
90544,192.168.1.15|54310,48035,1118
90610,192.168.1.15|54310,48090,1119
90642,192.168.1.15|54310,48113,1120
90701,192.168.1.15|54310,48162,1121
90750,192.168.1.15|54310,48202,1122
90791,192.168.1.8|53353,56557,162
90816,192.168.1.15|54310,48260,1123
90877,192.168.1.15|54310,48310,1124
90902,192.168.1.15|54310,48326,1125
90954,192.168.1.15|54310,48368,1126
90969,192.168.1.15|54310,48375,1127
91036,192.168.1.15|54310,48434,1128
91163,192.168.1.8|53353,56921,163
91428,192.168.1.8|53353,57178,164
91733,192.168.1.8|53353,57474,165
92058,192.168.1.8|53353,57791,166
92308,192.168.1.8|53353,58033,167
92594,192.168.1.8|53353,58310,168
92887,192.168.1.8|53353,58594,169
93173,192.168.1.8|53353,58872,170
93500,192.168.1.8|53353,59190,171
93817,192.168.1.8|53353,59499,172
94162,192.168.1.8|53353,59834,173
94478,192.168.1.8|53353,60142,174
94765,192.168.1.8|53353,60420,175
95080,192.168.1.8|53353,60726,176
95366,192.168.1.8|53353,61005,177
95640,192.168.1.8|53353,61268,178
95950,192.168.1.8|53353,61570,179
96257,192.168.1.8|53353,61866,180
96525,192.168.1.8|53353,62127,181
96814,192.168.1.8|53353,62407,182
97090,192.168.1.8|53353,62674,183
97391,192.168.1.8|53353,62966,184
97680,192.168.1.8|53353,63246,185
97950,192.168.1.8|53353,63508,186
98245,192.168.1.8|53353,63795,187
98545,192.168.1.8|53353,64087,188
98828,192.168.1.8|53353,64362,189
99190,192.168.1.8|53353,64716,190
99461,192.168.1.8|53353,64976,191
99751,192.168.1.8|53353,65256,192
100026,192.168.1.8|53353,65524,193
100278,192.168.1.8|53353,65765,194
100561,192.168.1.8|53353,66040,195
100843,192.168.1.8|53353,66313,196
101125,192.168.1.8|53353,66587,197
101592,192.168.1.8|53353,67046,198
102111,192.168.1.8|53353,67554,199
102582,192.168.1.8|53353,68017,200
103053,192.168.1.8|53353,68481,201
103536,192.168.1.8|53353,68954,202
104001,192.168.1.8|53353,69410,203
104455,192.168.1.8|53353,69856,204
104922,192.168.1.8|53353,70314,205
105344,192.168.1.8|53353,70729,206
105768,192.168.1.8|53353,71144,207
106187,192.168.1.8|53353,71555,208
106609,192.168.1.8|53353,71968,209
107035,192.168.1.8|53353,72384,210
107484,192.168.1.8|53353,72825,211
107859,192.168.1.8|53353,73190,212
108316,192.168.1.8|53353,73640,213
108742,192.168.1.8|53353,74057,214
109073,192.168.1.8|53353,74380,215
109447,192.168.1.8|53353,74746,216
109775,192.168.1.8|53353,75066,217
110104,192.168.1.8|53353,75386,218
110455,192.168.1.8|53353,75730,219
110817,192.168.1.8|53353,76083,220
111174,192.168.1.8|53353,76432,221
111501,192.168.1.8|53353,76751,222
111845,192.168.1.8|53353,77085,223
112234,192.168.1.8|53353,77466,224
112645,192.168.1.8|53353,77867,225
112941,192.168.1.8|53353,78155,226
113285,192.168.1.8|53353,78491,227
113630,192.168.1.8|53353,78828,228
113991,192.168.1.8|53353,79180,229
114299,192.168.1.8|53353,79481,230
114650,192.168.1.8|53353,79822,231
114976,192.168.1.8|53353,80139,232
115307,192.168.1.8|53353,80462,233
115617,192.168.1.8|53353,80764,234
115902,192.168.1.8|53353,81040,235
116234,192.168.1.8|53353,81362,236
116580,192.168.1.8|53353,81700,237
116882,192.168.1.8|53353,81993,238
117183,192.168.1.8|53353,82284,239
117521,192.168.1.8|53353,82614,240
117843,192.168.1.8|53353,82928,241
118130,192.168.1.8|53353,83207,242
118426,192.168.1.8|53353,83494,243
118796,192.168.1.8|53353,83857,244
119084,192.168.1.8|53353,84137,245
119425,192.168.1.8|53353,84467,246
119735,192.168.1.8|53353,84768,247
120017,192.168.1.8|53353,85042,248
120309,192.168.1.8|53353,85326,249
120619,192.168.1.8|53353,85626,250
120913,192.168.1.8|53353,85912,251
121245,192.168.1.8|53353,86237,252
121550,192.168.1.8|53353,86533,253
121835,192.168.1.8|53353,86809,254
122163,192.168.1.8|53353,87130,255
122427,192.168.1.8|53353,87383,256
122727,192.168.1.8|53353,87674,257
123052,192.168.1.8|53353,87990,258
123314,192.168.1.8|53353,88244,259
123585,192.168.1.8|53353,88507,260
123877,192.168.1.8|53353,88790,261
124152,192.168.1.8|53353,89057,262
124440,192.168.1.8|53353,89337,263
124760,192.168.1.8|53353,89648,264
125040,192.168.1.8|53353,89919,265
125324,192.168.1.8|53353,90196,266
125596,192.168.1.8|53353,90460,267
125906,192.168.1.8|53353,90761,268
126228,192.168.1.8|53353,91074,269
126505,192.168.1.8|53353,91341,270
126799,192.168.1.8|53353,91626,271
127057,192.168.1.8|53353,91876,272
127334,192.168.1.8|53353,92145,273
127605,192.168.1.8|53353,92408,274
127931,192.168.1.8|53353,92725,275
128288,192.168.1.8|53353,93074,276
128571,192.168.1.8|53353,93348,277
128821,192.168.1.8|53353,93590,278
129115,192.168.1.8|53353,93876,279
129406,192.168.1.8|53353,94159,280
129684,192.168.1.8|53353,94428,281
129991,192.168.1.8|53353,94726,282
130250,192.168.1.8|53353,94977,283
130547,192.168.1.8|53353,95263,284
130872,192.168.1.8|53353,95580,285
131235,192.168.1.8|53353,95935,286
131538,192.168.1.8|53353,96229,287
131846,192.168.1.8|53353,96528,288
132122,192.168.1.8|53353,96796,289
132413,192.168.1.8|53353,97079,290
132673,192.168.1.8|53353,97330,291
132957,192.168.1.8|53353,97604,292
133246,192.168.1.8|53353,97885,293
133527,192.168.1.8|53353,98157,294
133814,192.168.1.8|53353,98436,295
134091,192.168.1.8|53353,98703,296
134393,192.168.1.8|53353,98995,297
134692,192.168.1.8|53353,99283,298
134968,192.168.1.8|53353,99551,299
135239,192.168.1.8|53353,99815,300
135496,192.168.1.8|53353,100063,301
135760,192.168.1.8|53353,100318,302
136042,192.168.1.8|53353,100591,303
136307,192.168.1.8|53353,100847,304
136627,192.168.1.8|53353,101159,305
136917,192.168.1.8|53353,101440,306
137224,192.168.1.8|53353,101740,307
137482,192.168.1.8|53353,101988,308
137755,192.168.1.8|53353,102249,309
138032,192.168.1.8|53353,102518,310
138315,192.168.1.8|53353,102793,311
138616,192.168.1.8|53353,103084,312
138861,192.168.1.8|53353,103321,313
139133,192.168.1.8|53353,103585,314
139399,192.168.1.8|53353,103842,315
139675,192.168.1.8|53353,104109,316
139956,192.168.1.8|53353,104383,317
