Timestamp(ms),IP_Address,RTT(ms),SequenceNum
667472,192.168.1.15,646736,432
667491,192.168.1.8,646754,432
668985,192.168.1.15,648240,433
668992,192.168.1.8,648246,433
670477,192.168.1.15,649723,434
670489,192.168.1.8,649734,434
671996,192.168.1.15,651233,435
671997,192.168.1.8,651233,435
673496,192.168.1.15,652724,436
673521,192.168.1.8,652748,436
675014,192.168.1.15,654234,437
675020,192.168.1.8,654238,437
676529,192.168.1.15,655740,438
676547,192.168.1.8,655756,438
678059,192.168.1.15,657261,439
678059,192.168.1.8,657259,439
679547,192.168.1.15,658740,440
679559,192.168.1.8,658751,440
681058,192.168.1.15,660242,441
681071,192.168.1.8,660254,441
682565,192.168.1.15,661740,442
682584,192.168.1.8,661758,442
684085,192.168.1.15,663251,443
684104,192.168.1.8,663269,443
685595,192.168.1.15,664752,444
685607,192.168.1.8,664763,444
687086,192.168.1.15,666234,445
687105,192.168.1.8,666252,445
688597,192.168.1.15,667736,446
688615,192.168.1.8,667753,446
690102,192.168.1.15,669233,447
690109,192.168.1.8,669238,447
691603,192.168.1.15,670724,448
691616,192.168.1.8,670736,448
693116,192.168.1.15,672228,449
693135,192.168.1.8,672245,449
694621,192.168.1.15,673724,450
694627,192.168.1.8,673729,450
696120,192.168.1.15,675214,451
696126,192.168.1.8,675218,451
697619,192.168.1.15,676704,452
697637,192.168.1.8,676720,452
699137,192.168.1.15,678213,453
699155,192.168.1.8,678230,453
700649,192.168.1.15,679715,454
700668,192.168.1.8,679733,454
702159,192.168.1.15,681217,455
702171,192.168.1.8,681227,455
703648,192.168.1.15,682697,456
703668,192.168.1.8,682715,456
705143,192.168.1.15,684183,457
705143,192.168.1.8,684182,457
706647,192.168.1.15,685678,458
706659,192.168.1.8,685689,458
708148,192.168.1.15,687170,459
708161,192.168.1.8,687182,459
709655,192.168.1.15,688669,460
709661,192.168.1.8,688673,460
711174,192.168.1.15,690179,461
711181,192.168.1.8,690184,461
712684,192.168.1.15,691680,462
712702,192.168.1.8,691696,462
714181,192.168.1.15,693168,463
714194,192.168.1.8,693180,463
715715,192.168.1.15,694693,464
715728,192.168.1.8,694705,464
717206,192.168.1.15,696175,465
717219,192.168.1.8,696187,465
718716,192.168.1.15,697677,466
718729,192.168.1.8,697688,466
720247,192.168.1.15,699199,467
720266,192.168.1.8,699217,467
721757,192.168.1.15,700700,468
721770,192.168.1.8,700712,468
723282,192.168.1.8,702215,469
723282,192.168.1.15,702216,469
724774,192.168.1.15,703700,470
724781,192.168.1.8,703705,470
726286,192.168.1.15,705202,471
726292,192.168.1.8,705206,471
727780,192.168.1.15,706687,472
727799,192.168.1.8,706705,472
729286,192.168.1.15,708184,473
729312,192.168.1.8,708209,473
730793,192.168.1.15,709682,474
730811,192.168.1.8,709699,474
732294,192.168.1.15,711175,475
732313,192.168.1.8,711192,475
733790,192.168.1.15,712660,476
733802,192.168.1.8,712671,476
735313,192.168.1.15,714173,477
735325,192.168.1.8,714183,477
736805,192.168.1.15,715656,478
736823,192.168.1.8,715673,478
738299,192.168.1.15,717141,479
738319,192.168.1.8,717160,479
739821,192.168.1.15,718654,480
739835,192.168.1.8,718667,480
741301,192.168.1.15,720126,481
741307,192.168.1.8,720130,481
742818,192.168.1.15,721634,482
742818,192.168.1.8,721632,482
744335,192.168.1.15,723142,483
744348,192.168.1.8,723154,483
745829,192.168.1.15,724627,484
745829,192.168.1.8,724626,484
747329,192.168.1.15,726118,485
747336,192.168.1.8,726124,485
748829,192.168.1.15,727610,486
748848,192.168.1.8,727628,486
750357,192.168.1.15,729129,487
750364,192.168.1.8,729135,487
751850,192.168.1.15,730613,488
751856,192.168.1.8,730618,488
753329,192.168.1.15,732084,489
753354,192.168.1.8,732107,489
754817,192.168.1.15,733563,490
754830,192.168.1.8,733574,490
756332,192.168.1.15,735068,491
756345,192.168.1.8,735080,491
757861,192.168.1.15,736589,492
757881,192.168.1.8,736607,492
759360,192.168.1.15,738079,493
759398,192.168.1.8,738115,493
760861,192.168.1.15,739570,494
760875,192.168.1.8,739583,494
762375,192.168.1.15,741075,495
762387,192.168.1.8,741086,495
763875,192.168.1.15,742566,496
763895,192.168.1.8,742585,496
765365,192.168.1.15,744048,497
765378,192.168.1.8,744059,497
766868,192.168.1.15,745542,498
766880,192.168.1.8,745552,498
768375,192.168.1.15,747039,499
768395,192.168.1.8,747058,499
769880,192.168.1.15,748535,500
769912,192.168.1.8,748566,500
771377,192.168.1.15,750023,501
771389,192.168.1.8,750034,501
772869,192.168.1.15,751507,502
772881,192.168.1.8,751517,502
774357,192.168.1.15,752986,503
774376,192.168.1.8,753004,503
775860,192.168.1.15,754480,504
775879,192.168.1.8,754498,504
777368,192.168.1.15,755979,505
777381,192.168.1.8,755991,505
778886,192.168.1.15,757488,506
778886,192.168.1.8,757487,506
780378,192.168.1.15,758971,507
780390,192.168.1.8,758982,507
781862,192.168.1.15,760446,508
781874,192.168.1.8,760456,508
783350,192.168.1.15,761925,509
783374,192.168.1.8,761947,509
784862,192.168.1.15,763428,510
784882,192.168.1.8,763446,510
786371,192.168.1.15,764928,511
786384,192.168.1.8,764940,511
787872,192.168.1.15,766420,512
787872,192.168.1.8,766419,512
789350,192.168.1.8,767887,513
789351,192.168.1.15,767890,513
790855,192.168.1.15,769385,514
790861,192.168.1.8,769390,514
792348,192.168.1.15,770869,515
792361,192.168.1.8,770880,515
793840,192.168.1.15,772352,516
793846,192.168.1.8,772357,516
795347,192.168.1.15,773850,517
795366,192.168.1.8,773868,517
796863,192.168.1.15,775357,518
796864,192.168.1.8,775357,518
798356,192.168.1.15,776841,519
798356,192.168.1.8,776840,519
799875,192.168.1.15,778351,520
799883,192.168.1.8,778358,520
801372,192.168.1.15,779839,521
801390,192.168.1.8,779856,521
802892,192.168.1.15,781350,522
802905,192.168.1.8,781362,522
804382,192.168.1.15,782831,523
804388,192.168.1.8,782836,523
805893,192.168.1.15,784334,524
805911,192.168.1.8,784350,524
807399,192.168.1.15,785831,525
807405,192.168.1.8,785835,525
808904,192.168.1.15,787327,526
808904,192.168.1.8,787326,526
810396,192.168.1.15,788809,527
810396,192.168.1.8,788807,527
811916,192.168.1.15,790320,528
811935,192.168.1.8,790338,528
813413,192.168.1.15,791808,529
813437,192.168.1.8,791831,529
814924,192.168.1.15,793309,530
814931,192.168.1.8,793315,530
816411,192.168.1.15,794787,531
816430,192.168.1.8,794804,531
817910,192.168.1.15,796277,532
817930,192.168.1.8,796296,532
819411,192.168.1.15,797769,533
819430,192.168.1.8,797787,533
820935,192.168.1.15,799284,534
820961,192.168.1.8,799309,534
822440,192.168.1.15,800780,535
822460,192.168.1.8,800799,535
823932,192.168.1.15,802264,536
823939,192.168.1.8,802269,536
825446,192.168.1.15,803769,537
825464,192.168.1.8,803785,537
826964,192.168.1.8,805276,538
826964,192.168.1.15,805278,538
828459,192.168.1.15,806764,539
828465,192.168.1.8,806769,539
829977,192.168.1.15,808273,540
829990,192.168.1.8,808285,540
831474,192.168.1.15,809761,541
831474,192.168.1.8,809760,541
832951,192.168.1.15,811230,542
832957,192.168.1.8,811234,542
834455,192.168.1.15,812725,543
834479,192.168.1.8,812747,543
835941,192.168.1.15,814202,544
835965,192.168.1.8,814224,544
837437,192.168.1.15,815689,545
837452,192.168.1.8,815703,545
838964,192.168.1.15,817207,546
838970,192.168.1.8,817211,546
840466,192.168.1.15,818700,547
840466,192.168.1.8,818698,547
841967,192.168.1.15,820192,548
841974,192.168.1.8,820198,548
843456,192.168.1.15,821672,549
843469,192.168.1.8,821684,549
844962,192.168.1.8,823167,550
844968,192.168.1.15,823175,550
846482,192.168.1.15,824680,551
846482,192.168.1.8,824679,551
847966,192.168.1.15,826155,552
847981,192.168.1.8,826169,552
849473,192.168.1.15,827652,553
849473,192.168.1.8,827651,553
850970,192.168.1.15,829141,554
850989,192.168.1.8,829158,554
852464,192.168.1.15,830625,555
852477,192.168.1.8,830637,555
853957,192.168.1.15,832110,556
853975,192.168.1.8,832126,556
855466,192.168.1.15,833610,557
855485,192.168.1.8,833627,557
857006,192.168.1.15,835140,558
857038,192.168.1.8,835171,558
858512,192.168.1.15,836638,559
858539,192.168.1.8,836663,559
860030,192.168.1.15,838147,560
860061,192.168.1.8,838177,560
861527,192.168.1.15,839635,561
861546,192.168.1.8,839653,561
863045,192.168.1.15,841145,562
863059,192.168.1.8,841158,562
864556,192.168.1.8,842645,563
864556,192.168.1.15,842647,563
866053,192.168.1.15,844135,564
866065,192.168.1.8,844146,564
867537,192.168.1.15,845611,565
867543,192.168.1.8,845615,565
869050,192.168.1.15,847115,566
869056,192.168.1.8,847120,566
870564,192.168.1.15,848620,567
870595,192.168.1.8,848649,567
872064,192.168.1.15,850111,568
872064,192.168.1.8,850110,568
873556,192.168.1.15,851594,569
873577,192.168.1.8,851614,569
875057,192.168.1.15,853087,570
875069,192.168.1.8,853097,570
876595,192.168.1.15,854616,571
876595,192.168.1.8,854615,571
878086,192.168.1.15,856097,572
878104,192.168.1.8,856114,572
879610,192.168.1.15,857612,573
879616,192.168.1.8,857617,573
881102,192.168.1.15,859095,574
881135,192.168.1.8,859127,574
882605,192.168.1.15,860589,575
882618,192.168.1.8,860601,575
884115,192.168.1.15,862090,576
884127,192.168.1.8,862101,576
885616,192.168.1.15,863582,577
885622,192.168.1.8,863587,577
887101,192.168.1.15,865059,578
887125,192.168.1.8,865081,578
888616,192.168.1.15,866565,579
888636,192.168.1.8,866584,579
890121,192.168.1.8,868060,580
890121,192.168.1.15,868061,580
891630,192.168.1.15,869561,581
891630,192.168.1.8,869560,581
893136,192.168.1.15,871058,582
893148,192.168.1.8,871069,582
894657,192.168.1.15,872570,583
894677,192.168.1.8,872589,583
896139,192.168.1.15,874043,584
896153,192.168.1.8,874056,584
897629,192.168.1.15,875524,585
897648,192.168.1.8,875542,585
899149,192.168.1.15,877035,586
899167,192.168.1.8,877052,586
900639,192.168.1.15,878516,587
900653,192.168.1.8,878529,587
902149,192.168.1.15,880018,588
902168,192.168.1.8,880035,588
903656,192.168.1.15,881516,589
903663,192.168.1.8,881522,589
905156,192.168.1.15,883007,590
905156,192.168.1.8,883006,590
906644,192.168.1.15,884486,591
906650,192.168.1.8,884491,591
908137,192.168.1.15,885970,592
908150,192.168.1.8,885982,592
909641,192.168.1.8,887464,593
909641,192.168.1.15,887465,593
911142,192.168.1.15,888958,594
911148,192.168.1.8,888962,594
912648,192.168.1.15,890454,595
912648,192.168.1.8,890453,595
914146,192.168.1.15,891944,596
914160,192.168.1.8,891956,596
915665,192.168.1.15,893453,597
915677,192.168.1.8,893464,597
917184,192.168.1.15,894964,598
917197,192.168.1.8,894976,598
918701,192.168.1.15,896472,599
918713,192.168.1.8,896483,599
920202,192.168.1.15,897964,600
920215,192.168.1.8,897976,600
921701,192.168.1.15,899455,601
921701,192.168.1.8,899453,601
923185,192.168.1.15,900930,602
923197,192.168.1.8,900940,602
924693,192.168.1.15,902429,603
924705,192.168.1.8,902439,603
926192,192.168.1.15,903919,604
926211,192.168.1.8,903937,604
927692,192.168.1.15,905411,605
927698,192.168.1.8,905415,605
929210,192.168.1.15,906920,606
929222,192.168.1.8,906930,606
930720,192.168.1.15,908421,607
930720,192.168.1.8,908420,607
932207,192.168.1.15,909899,608
932213,192.168.1.8,909904,608
933701,192.168.1.15,911385,609
933713,192.168.1.8,911395,609
935200,192.168.1.15,912874,610
935206,192.168.1.8,912879,610
936690,192.168.1.15,914356,611
936709,192.168.1.8,914373,611
938199,192.168.1.15,915855,612
938212,192.168.1.8,915867,612
939701,192.168.1.15,917349,613
939708,192.168.1.8,917355,613
941215,192.168.1.15,918854,614
941228,192.168.1.8,918866,614
942730,192.168.1.15,920360,615
942730,192.168.1.8,920359,615
944227,192.168.1.15,921848,616
944246,192.168.1.8,921866,616
945742,192.168.1.15,923354,617
945754,192.168.1.8,923365,617
947241,192.168.1.15,924845,618
947253,192.168.1.8,924855,618
948757,192.168.1.15,926352,619
948763,192.168.1.8,926357,619
950251,192.168.1.15,927836,620
950259,192.168.1.8,927843,620
951765,192.168.1.15,929341,621
951774,192.168.1.8,929349,621
953285,192.168.1.15,930852,622
953285,192.168.1.8,930851,622
954765,192.168.1.15,932324,623
954783,192.168.1.8,932340,623
956265,192.168.1.15,933815,624
956292,192.168.1.8,933840,624
957779,192.168.1.15,935320,625
957779,192.168.1.8,935319,625
959280,192.168.1.15,936812,626
959292,192.168.1.8,936823,626
960786,192.168.1.15,938309,627
960792,192.168.1.8,938314,627
962290,192.168.1.15,939805,628
962302,192.168.1.8,939815,628
963800,192.168.1.15,941306,629
963825,192.168.1.8,941330,629
965299,192.168.1.15,942796,630
965307,192.168.1.8,942803,630
966812,192.168.1.15,944300,631
966824,192.168.1.8,944311,631
968311,192.168.1.15,945790,632
968317,192.168.1.8,945795,632
969806,192.168.1.15,947276,633
969824,192.168.1.8,947293,633
971315,192.168.1.15,948776,634
971322,192.168.1.8,948782,634
972816,192.168.1.15,950269,635
972823,192.168.1.8,950274,635
974333,192.168.1.15,951777,636
974345,192.168.1.8,951787,636
975846,192.168.1.15,953281,637
975858,192.168.1.8,953291,637
977337,192.168.1.15,954763,638
977356,192.168.1.8,954781,638
978834,192.168.1.15,956251,639
978841,192.168.1.8,956257,639
980352,192.168.1.15,957761,640
980359,192.168.1.8,957766,640
981850,192.168.1.15,959250,641
981869,192.168.1.8,959267,641
983369,192.168.1.15,960759,642
983394,192.168.1.8,960783,642
984877,192.168.1.15,962259,643
984877,192.168.1.8,962257,643
986363,192.168.1.15,963736,644
986370,192.168.1.8,963741,644
987861,192.168.1.15,965225,645
987867,192.168.1.8,965229,645
989364,192.168.1.15,966719,646
989370,192.168.1.8,966724,646
990872,192.168.1.15,968218,647
990885,192.168.1.8,968230,647
992364,192.168.1.15,969701,648
992364,192.168.1.8,969700,648
993890,192.168.1.15,971219,649
993902,192.168.1.8,971229,649
995404,192.168.1.15,972724,650
995425,192.168.1.8,972743,650
996904,192.168.1.15,974214,651
996911,192.168.1.8,974220,651
998394,192.168.1.15,975695,652
998400,192.168.1.8,975700,652
999904,192.168.1.15,977197,653
999917,192.168.1.8,977208,653
1001420,192.168.1.15,978704,654
1001426,192.168.1.8,978709,654
1002922,192.168.1.15,980197,655
1002941,192.168.1.8,980214,655
1004418,192.168.1.15,981684,656
1004437,192.168.1.8,981701,656
1005916,192.168.1.15,983172,657
1005916,192.168.1.8,983171,657
1007420,192.168.1.15,984668,658
1007432,192.168.1.8,984678,658
1008936,192.168.1.15,986175,659
1010443,192.168.1.15,987673,660
1011923,192.168.1.15,989144,661
1012199,192.168.1.8,989437,659
1012199,192.168.1.8,989428,660
1012204,192.168.1.8,989424,661
1013440,192.168.1.15,990652,662
1013465,192.168.1.8,990676,662
1014958,192.168.1.15,992162,663
1014958,192.168.1.8,992160,663
1016457,192.168.1.15,993652,664
1016475,192.168.1.8,993669,664
1017974,192.168.1.15,995160,665
1017993,192.168.1.8,995177,665
1019495,192.168.1.15,996672,666
1019502,192.168.1.8,996677,666
1020997,192.168.1.15,998165,667
1021003,192.168.1.8,998170,667
1022482,192.168.1.15,999641,668
1022489,192.168.1.8,999647,668
1023967,192.168.1.15,1001117,669
1023980,192.168.1.8,1001129,669
1025500,192.168.1.15,1002641,670
1025527,192.168.1.8,1002667,670
1026998,192.168.1.15,1004130,671
1027005,192.168.1.8,1004136,671
1028501,192.168.1.15,1005624,672
1028520,192.168.1.8,1005642,672
1029996,192.168.1.15,1007111,673
1030009,192.168.1.8,1007122,673
1031517,192.168.1.15,1008623,674
1031536,192.168.1.8,1008640,674
1033001,192.168.1.15,1010096,675
1033007,192.168.1.8,1010101,675
1034497,192.168.1.15,1011584,676
1034516,192.168.1.8,1011601,676
1035995,192.168.1.15,1013073,677
1035995,192.168.1.8,1013071,677
1037500,192.168.1.15,1014569,678
1037507,192.168.1.8,1014574,678
1039006,192.168.1.15,1016066,679
1039020,192.168.1.8,1016079,679
1040529,192.168.1.15,1017579,680
1040536,192.168.1.8,1017585,680
1042036,192.168.1.15,1019077,681
1042042,192.168.1.8,1019082,681
1043540,192.168.1.15,1020572,682
1043552,192.168.1.8,1020583,682
1045013,192.168.1.15,1022036,683
1045037,192.168.1.8,1022059,683
1046521,192.168.1.15,1023536,684
1046527,192.168.1.8,1023540,684
1048026,192.168.1.15,1025032,685
1048038,192.168.1.8,1025043,685
1049520,192.168.1.15,1026517,686
1049545,192.168.1.8,1026541,686
1051041,192.168.1.15,1028029,687
1051047,192.168.1.8,1028034,687
1052537,192.168.1.15,1029516,688
1052543,192.168.1.8,1029521,688
1054048,192.168.1.15,1031018,689
1054066,192.168.1.8,1031035,689
1055547,192.168.1.15,1032508,690
1055566,192.168.1.8,1032526,690
1057063,192.168.1.15,1034015,691
1057077,192.168.1.8,1034028,691
1058544,192.168.1.15,1035487,692
1058550,192.168.1.8,1035492,692
1060060,192.168.1.15,1036995,693
1060066,192.168.1.8,1037000,693
1061555,192.168.1.15,1038481,694
1061561,192.168.1.8,1038486,694
1063057,192.168.1.15,1039974,695
1063075,192.168.1.8,1039991,695
1064579,192.168.1.15,1041487,696
1064584,192.168.1.8,1041491,696
1066076,192.168.1.15,1042975,697
1066101,192.168.1.8,1042999,697
1067577,192.168.1.15,1044468,698
1067577,192.168.1.8,1044466,698
1069067,192.168.1.15,1045949,699
1069074,192.168.1.8,1045954,699
1070554,192.168.1.15,1047426,700
1070579,192.168.1.8,1047450,700
1072072,192.168.1.15,1048936,701
1072091,192.168.1.8,1048953,701
1073582,192.168.1.15,1050436,702
1073589,192.168.1.8,1050442,702
1075086,192.168.1.15,1051932,703
1075092,192.168.1.8,1051937,703
1076601,192.168.1.15,1053438,704
1076613,192.168.1.8,1053449,704
1078106,192.168.1.15,1054934,705
1078117,192.168.1.8,1054944,705
1079611,192.168.1.15,1056430,706
1079642,192.168.1.8,1056460,706
1081121,192.168.1.15,1057931,707
1081127,192.168.1.8,1057936,707
1082618,192.168.1.15,1059420,708
1082624,192.168.1.8,1059424,708
1084117,192.168.1.15,1060910,709
1084142,192.168.1.8,1060933,709
1085630,192.168.1.15,1062414,710
1085637,192.168.1.8,1062419,710
1087123,192.168.1.15,1063898,711
1087129,192.168.1.8,1063903,711
1088638,192.168.1.15,1065404,712
1088650,192.168.1.8,1065415,712
1090113,192.168.1.15,1066871,713
1090119,192.168.1.8,1066875,713
1091615,192.168.1.15,1068364,714
1091639,192.168.1.8,1068387,714
1093133,192.168.1.15,1069873,715
1093139,192.168.1.8,1069877,715
1094632,192.168.1.15,1071363,716
1094632,192.168.1.8,1071362,716
1096141,192.168.1.15,1072863,717
1096166,192.168.1.8,1072886,717
1097683,192.168.1.15,1074396,718
1097684,192.168.1.8,1074396,718
1099183,192.168.1.15,1075887,719
1099190,192.168.1.8,1075893,719
1100661,192.168.1.15,1077357,720
1100679,192.168.1.8,1077374,720
1102188,192.168.1.15,1078875,721
1102194,192.168.1.8,1078880,721
1103707,192.168.1.8,1080383,722
1103707,192.168.1.15,1080384,722
1105227,192.168.1.15,1081895,723
1105233,192.168.1.8,1081900,723
1106730,192.168.1.15,1083390,724
1106730,192.168.1.8,1083388,724
1108225,192.168.1.15,1084876,725
1108225,192.168.1.8,1084875,725
1109738,192.168.1.15,1086380,726
1109764,192.168.1.8,1086405,726
1111242,192.168.1.15,1087875,727
1111248,192.168.1.8,1087880,727
1112776,192.168.1.15,1089400,728
1112782,192.168.1.8,1089405,728
1114277,192.168.1.15,1090893,729
1114295,192.168.1.8,1090909,729
1115786,192.168.1.15,1092393,730
1115799,192.168.1.8,1092405,730
1117283,192.168.1.15,1093881,731
1117296,192.168.1.8,1093893,731
1118790,192.168.1.15,1095379,732
1118796,192.168.1.8,1095384,732
1120311,192.168.1.15,1096891,733
1120324,192.168.1.8,1096903,733
1121796,192.168.1.15,1098367,734
1121816,192.168.1.8,1098386,734
1123316,192.168.1.15,1099879,735
1123316,192.168.1.8,1099877,735
1124798,192.168.1.15,1101351,736
1124804,192.168.1.8,1101356,736
1126296,192.168.1.15,1102840,737
1126321,192.168.1.8,1102864,737
1127812,192.168.1.15,1104347,738
1127818,192.168.1.8,1104352,738
1129330,192.168.1.15,1105857,739
1129343,192.168.1.8,1105869,739
1130842,192.168.1.15,1107360,740
1130848,192.168.1.8,1107365,740
1132360,192.168.1.15,1108868,741
1132372,192.168.1.8,1108879,741
1133870,192.168.1.15,1110370,742
1133876,192.168.1.8,1110374,742
1135373,192.168.1.15,1111864,743
1135393,192.168.1.8,1111882,743
1136865,192.168.1.15,1113347,744
1136872,192.168.1.8,1113353,744
1138396,192.168.1.15,1114869,745
1138396,192.168.1.8,1114868,745
1139891,192.168.1.15,1116355,746
1139903,192.168.1.8,1116366,746
1141385,192.168.1.15,1117840,747
1141404,192.168.1.8,1117858,747
1142883,192.168.1.15,1119329,748
1142896,192.168.1.8,1119341,748
1144402,192.168.1.15,1120840,749
1144415,192.168.1.8,1120851,749
1145918,192.168.1.15,1122347,750
1145930,192.168.1.8,1122358,750
1147408,192.168.1.15,1123829,751
1147421,192.168.1.8,1123840,751
1148916,192.168.1.15,1125328,752
1148935,192.168.1.8,1125345,752
1150417,192.168.1.15,1126819,753
1150431,192.168.1.8,1126831,753
1151918,192.168.1.15,1128311,754
1151944,192.168.1.8,1128336,754
1153434,192.168.1.15,1129818,755
1153441,192.168.1.8,1129824,755
1154932,192.168.1.15,1131308,756
1154938,192.168.1.8,1131312,756
1156443,192.168.1.8,1132808,757
1156443,192.168.1.15,1132810,757
1157963,192.168.1.15,1134320,758
1157976,192.168.1.8,1134332,758
1159463,192.168.1.15,1135812,759
1159475,192.168.1.8,1135822,759
1160965,192.168.1.15,1137305,760
1160983,192.168.1.8,1137321,760
1162462,192.168.1.15,1138793,761
1162469,192.168.1.8,1138799,761
1163970,192.168.1.15,1140292,762
1163977,192.168.1.8,1140298,762
1165467,192.168.1.15,1141780,763
1165480,192.168.1.8,1141792,763
1166962,192.168.1.15,1143266,764
1166993,192.168.1.8,1143296,764
1168495,192.168.1.15,1144790,765
1168495,192.168.1.8,1144789,765
1170000,192.168.1.15,1146286,766
1170007,192.168.1.8,1146292,766
1171513,192.168.1.15,1147790,767
1171527,192.168.1.8,1147803,767
1173008,192.168.1.15,1149276,768
1173039,192.168.1.8,1149306,768
1174529,192.168.1.15,1150788,769
1174542,192.168.1.8,1150800,769
1176044,192.168.1.15,1152295,770
1176050,192.168.1.8,1152299,770
1177564,192.168.1.15,1153806,771
1177577,192.168.1.8,1153818,771
1179056,192.168.1.15,1155289,772
1179056,192.168.1.8,1155288,772
1180571,192.168.1.15,1156795,773
1180577,192.168.1.8,1156800,773
1182075,192.168.1.15,1158291,774
1182082,192.168.1.8,1158296,774
1183585,192.168.1.15,1159792,775
1183598,192.168.1.8,1159803,775
1185090,192.168.1.15,1161288,776
1185110,192.168.1.8,1161307,776
1186608,192.168.1.15,1162797,777
1186614,192.168.1.8,1162802,777
1188126,192.168.1.15,1164306,778
1188126,192.168.1.8,1164305,778
1189626,192.168.1.15,1165797,779
1189651,192.168.1.8,1165821,779
1191138,192.168.1.15,1167301,780
1191159,192.168.1.8,1167320,780
1192650,192.168.1.8,1168802,781
1192650,192.168.1.15,1168804,781
1194174,192.168.1.15,1170318,782
1194193,192.168.1.8,1170336,782
1195668,192.168.1.15,1171803,783
1195695,192.168.1.8,1171829,783
1197172,192.168.1.15,1173298,784
1197191,192.168.1.8,1173316,784
1198676,192.168.1.15,1174793,785
1198688,192.168.1.8,1174804,785
1200172,192.168.1.15,1176280,786
1200172,192.168.1.8,1176279,786
1201688,192.168.1.15,1177788,787
1201694,192.168.1.8,1177793,787
1203194,192.168.1.15,1179285,788
1203201,192.168.1.8,1179291,788
1204717,192.168.1.15,1180799,789
1204729,192.168.1.8,1180810,789
1206226,192.168.1.15,1182299,790
1206232,192.168.1.8,1182304,790
1207725,192.168.1.15,1183789,791
1207743,192.168.1.8,1183806,791
1209218,192.168.1.15,1185274,792
1209224,192.168.1.8,1185279,792
1210742,192.168.1.15,1186789,793
1210761,192.168.1.8,1186807,793
1212254,192.168.1.15,1188292,794
1212310,192.168.1.8,1188347,794
1213769,192.168.1.15,1189798,795
1213788,192.168.1.8,1189816,795
1215286,192.168.1.15,1191307,796
1215298,192.168.1.8,1191317,796
1216822,192.168.1.15,1192834,797
1216828,192.168.1.8,1192839,797
1218313,192.168.1.15,1194316,798
1218326,192.168.1.8,1194328,798
1219833,192.168.1.15,1195827,799
1219833,192.168.1.8,1195826,799
1221329,192.168.1.15,1197314,800
1221335,192.168.1.8,1197319,800
1222839,192.168.1.15,1198816,801
1222851,192.168.1.8,1198826,801
1224344,192.168.1.15,1200312,802
1224362,192.168.1.8,1200329,802
1225855,192.168.1.15,1201814,803
1225874,192.168.1.8,1201832,803
1227371,192.168.1.15,1203321,804
1227383,192.168.1.8,1203332,804
1228889,192.168.1.15,1204830,805
1228901,192.168.1.8,1204841,805
1230377,192.168.1.15,1206309,806
1230396,192.168.1.8,1206327,806
1231877,192.168.1.15,1207800,807
1231877,192.168.1.8,1207799,807
1233389,192.168.1.15,1209304,808
1233401,192.168.1.8,1209314,808
1234881,192.168.1.15,1210787,809
1234893,192.168.1.8,1210798,809
1236390,192.168.1.15,1212287,810
1236409,192.168.1.8,1212305,810
1237894,192.168.1.15,1213782,811
1237907,192.168.1.8,1213794,811
1239406,192.168.1.8,1215284,812
1239412,192.168.1.15,1215291,812
1240925,192.168.1.15,1216795,813
1240925,192.168.1.8,1216794,813
1242447,192.168.1.15,1218308,814
1242472,192.168.1.8,1218332,814
1243950,192.168.1.15,1219801,815
1243956,192.168.1.8,1219806,815
1245459,192.168.1.15,1221302,816
1245459,192.168.1.8,1221300,816
1246955,192.168.1.15,1222788,817
1246955,192.168.1.8,1222787,817
1248474,192.168.1.15,1224299,818
1248482,192.168.1.8,1224306,818
1249962,192.168.1.15,1225778,819
1249980,192.168.1.8,1225795,819
1251469,192.168.1.15,1227276,820
1251487,192.168.1.8,1227293,820
1252974,192.168.1.15,1228772,821
1252992,192.168.1.8,1228789,821
1254487,192.168.1.15,1230276,822
1254493,192.168.1.8,1230281,822
1255987,192.168.1.15,1231768,823
1256006,192.168.1.8,1231785,823
1257496,192.168.1.15,1233268,824
1257502,192.168.1.8,1233272,824
1258999,192.168.1.15,1234762,825
1258999,192.168.1.8,1234761,825
1260511,192.168.1.8,1236264,826
1260511,192.168.1.15,1236265,826
1262010,192.168.1.15,1237755,827
1262022,192.168.1.8,1237766,827
1263523,192.168.1.15,1239259,828
1263530,192.168.1.8,1239265,828
1265021,192.168.1.15,1240748,829
1265041,192.168.1.8,1240767,829
1266527,192.168.1.15,1242245,830
1266539,192.168.1.8,1242256,830
1268032,192.168.1.15,1243741,831
1268038,192.168.1.8,1243746,831
1269542,192.168.1.15,1245243,832
1269549,192.168.1.8,1245248,832
1271045,192.168.1.15,1246737,833
1271052,192.168.1.8,1246743,833
1272534,192.168.1.15,1248217,834
1272540,192.168.1.8,1248222,834
1274022,192.168.1.15,1249696,835
1274036,192.168.1.8,1249709,835
1275527,192.168.1.8,1251191,836
1275534,192.168.1.15,1251199,836
1277038,192.168.1.15,1252694,837
1277057,192.168.1.8,1252712,837
1278553,192.168.1.15,1254200,838
1278571,192.168.1.8,1254217,838
1280074,192.168.1.15,1255711,839
1280080,192.168.1.8,1255716,839
1281562,192.168.1.15,1257190,840
1281574,192.168.1.8,1257201,840
1283097,192.168.1.15,1258716,841
1283097,192.168.1.8,1258715,841
1284592,192.168.1.15,1260202,842
1284600,192.168.1.8,1260209,842
1286110,192.168.1.15,1261711,843
1286122,192.168.1.8,1261722,843
1287619,192.168.1.15,1263211,844
1287637,192.168.1.8,1263227,844
1289136,192.168.1.15,1264719,845
